,id_review,date,product_id,user_rating,date_other_format,user_id,title,review
492,503,20080909,B0002KHTG6,1,"September 9, 2008",A30MHF93BGHOFU,Does not function as designed.,The yellow silicon cup in the center is designed to hold toothpaste just like dentists use a similar tool to hold a granular paste to polish your teeth. Nice idea but regular toothpaste just desolves as soon as you begin to brush. I recommend the Dual Action or the Floss Action versions instead.
2735,2807,20110816,B003UKKHB4,4,"August 16, 2011",A1QF20V9YQ3T3K,Good brush for a good price,"I really like this brush for a few different reasons. First, there are 3 speeds.  While I only use the middle speed 90% of the time, it is good to have the softer/harder speeds when you need them.  Also, this toothbrush is easy to use with its straight forward design.  My last toothbrush had a tiny LED screen built into the brush that displayed battery life.  However, after about a year, this screen shorted out and became useless. The unit eventually just gave out and I had to replace it.I am also a fan of the red indicator light that blinks when you are brushing too hard. I wish I actually had this feature years ago because I was brushing too hard and scrubbed away much of my enamel.It gets 4 stars instead of 5 because the charge time is pretty long to reach a full charge and is a good brush for your teeth, not necessarily for your gums.  There are better brushes for you gums.  However, if I could give half stars, I would give this unit a 4.5/5 star rating.Oral-B was also running a promo at the time; if you buy an qualifying unit, you can receive an 50% mail in rebate.  So I bought this brush for around $80 on Amazon, but got about $40 back thanks to this rebate.  So for $40, this is a great brush.  This is a good idea for Oral-B because I am sure they make all their money for the highly overpriced brushheads; which is my other complaint.  But the higher price for the brushheads seems pretty standard no matter which unit/brand you buy. I also like that it takes up a small amount of space on my countertop; I wish the power cord was detachable for easier storage though - not a big deal however.All in all, it is a good brush.  It is a straightforward unit that has just the right amount of features without paying an arm and a leg."
2636,2700,20101209,B003UKKHB4,4,"December 9, 2010",A29FOQUE7DCQQC,Pretty cool,System has several settings and it alsolets you know if you are brushing too hard.  Only confusing part is the programs are accessed by pressing the on-off switch and doesn\'t automatically turn off after 2 minutes so you need to tell the 30 second interval notification from the 2 minute notification
793,810,20111125,B0002M5JO8,5,"November 25, 2011",A39OHY2CHDNJEL,hard to find,"After driving all over town and wasting time looking for replacement brushes at the wholesale clubs, big box stores, and local drug stores I decided to check Amazon. Viola! Three days later I had my much needed brushes and the shipping was FREE. I should have checked Amazon FIRST! I have used this Oral B Vitality Sonic brush for years and really like it. I don\'t know why retailers are no longer stocking the replacements."
1685,1728,20110702,B001FWXT4Q,5,"July 2, 2011",A21VCPE6T2SA3Z,Great tool!,I cannot find these anywhere locally.  My dental hygenist got me started on this tool for getting into hard places in your teeth.  This works.  My gums have improved at my check-ups so it is well worth using every day!
2172,2222,20110217,B002HWS9GG,5,"February 17, 2011",A32JOIE3JEYMXF,Love at first use!!,"I\'ve had my Oral B electric toothbrush for only THREE days and noticed instantly how well it cleans my teeth (did I mention I got it from my orthodontist because I have just started wearing braces at age 53?), I didn\'t think so!  I am very particular with my teeth and thought the braces would drive me crazy, but must say I\'m able to keep them cleaner than before with this toothbrush.  I got online to check it out because I plan to buy my daughter and husband one."
1819,1864,20120427,B002HWS9FW,5,"April 27, 2012",A1CVD29D8YCTA4,After two minute a signal to stop,"I have been using Oral B for over 10 years. No research was necessary for this purchase. What is interesting about this one is that it tells me when to stop brushing, after two minutes it sends a pulsed signal that you are done, convenient and very useful. I recently purchase one more.I prefer the replaceable battery to the rechargeable units, the battery version last much longer and I consider it more convenient on trips not to carry a charger particularly on foreign trips."
130,131,20110203,B00006ANDK,5,"February 3, 2011",A2646FGJBJYR4S,So Hard to Find!,I can never find these in the store - and on the rare occasion I do - they are incredibly expensive.  Great price and fast shipping!  Thanks!
1485,1519,20100205,B001CX4JSS,5,"February 5, 2010",A37Q9CG13PT1G1,Great toothbrush!,"I bought this toothbrush as a replacement to my beloved Braun - after 10 years, it finally stopped holding a charge.  I didn\'t think I would like the \'pulsonic\' action as well as the old standby, but I was wrong... it\'s sooo much nicer!  Just about as effortless as brushing your teeth can get.  It is slim and light, but you really feel like you got your teeth clean after two minutes with this baby!  Great brush!"
38,39,20081221,B00006ANDJ,4,"December 21, 2008",A349KEZKRGCP46,Works fine.,"These  replacement brush heads seem to work fine. Very similar to past items. Arrived as advertised.I\'m curious about the more advanced versions which claim to surround each tooth and provide a flossing action, but didn\'t get them this time."
957,976,20101203,B000AUIFCA,5,"December 3, 2010",A3PDHE32BTGAO9,Great plaque remover,These brush heads are very good at removing plaque in hard to reach places. They work better than the other heads.
1450,1482,20100922,B001CX4JSS,4,"September 22, 2010",A1WUQA85YW6QNP,Cleans good,Maybe it is just me but I have used a sonic are for the last 15 years and this toothbrush feels skimpy. It is more like the size of a regular toothbrush. Dose not seem to be of the quality as the sonicare either; but only time will tell. Good price.
847,865,20110520,B0002M5JO8,5,"May 20, 2011",A2BMIIE3MZSUWD,Great Price- Great Product,"Shopped around at all the stores in my area and even with shipping, these replacement heads were the cheapest. They were even the same price as some of the single head packages at my local stores. Work great. Will buy again at Amazon."
1502,1537,20091117,B001CX4JSS,5,"November 17, 2009",AUDJ34B20YECO,Squeaky clean teeth,"(5/03/11) These toothbrushes are still going strong. Great product!I\'ve been using this toothbrush for five months now. It functions nicely and cleans my teeth extremely well. My previous toothbrush was a first generation Sonicare, which was a good brush in it\'s own right. But this one performs much better in every aspect. I\'ve noticed some reviews claiming this is not a powerful brush. I honestly don\'t know what they\'re talking about. I apply a light to moderate amount of pressure, and have never found the brush to get bogged down. Must be people who work for or own stock in Sonicare.Don\'t hesitate to purchase a Pulsonic. But shop around for replacement heads. I found there\'s quite a price variance, although they are less than Sonicare replacements at any rate.One note, my wife has sensitive teeth, and found her Sonicare to be too aggressive. However, this Pulsonic has two speeds, and she has found the slower speed to be perfect for her.Recently purchased a third Pulsonic for my 10 year old and he\'s happy with it too. The size works well with a smaller mouth.Pros-cleans greatlight weightsmall sizeworks for small mouths, i.e. childrenmaneuverablelong battery life (between charge)reasonable priceCons-None so far"
746,763,20091008,B0002M5JO8,5,"October 8, 2009",A39LF1G6IP7Z2F,Oral-B Sonic Replacement,Item ordered was item received.  Three new replacement heads still in original packing.  Easy fit.  Shipping time was a bit long IMO.
2893,2973,20120107,B003UKM90Q,1,"January 7, 2012",A2DL4R8NRLB1E7,Never Worked,"this never worked, despite my trying twice to charge it using two different outlets in my home that normally work with no problem.  Will return to Amazon. This product also needs a charging light so you know it\'s charging."
2939,3019,20110728,B003UKM90Q,5,"July 28, 2011",AWTND4JZ837LM,Great For Braces =),"This is my first electric toothbrush ever. Previously, I never spent more than $5 max for a toothbrush because \'they all do the same thing\'. Boy was I wrong! I got braces in April of this year (2011) so I had to invest in something that would really clean my teeth. I use this along with the Waterpik. I couldn\'t afford to spend a million dollars on some of the other electric brushes with the *fancy* features. I think this is just as good. My teeth are whiter and my breath is fresher (too much info, I know). But it\'s true. I love the 2 minute timer as well. If this is your first time purchasing an electric toothbrush, this is a great start. I even bought another one to have in my purse!"
325,333,20110902,B00006ANDQ,5,"September 2, 2011",A2PL9BM4N9JRZ3,Fantastic find!,We live in a very rural area & have been unable to find this particular product within a 100 mile radias.  We have used the same electric toothbrush for many years. Have tried others & they do not feel right in our mouths.  I am so glad to find that Amazon.com is the place to get these toothbrush heads.  I will definately be ordering more.
1531,1567,20090902,B001CX4JSS,5,"September 2, 2009",A3AJXPLQIEWUC2,amazing product!,"absolutely love this product! battery last for almost 3 weeks, without charging..it works wonders! great deal"
980,1000,20100919,B000AUIFCA,3,"September 19, 2010",A9GTZU854XN0G,does not brush as well as the regular heads,"I have been using these heads for about a year now and I have to say they dont brush as well as the normal brush heads, I recently switched to the Original Precision brush heads and I get mush better results. I feel the Floss action is a waste of money, just a way to get a little more out your pocket to brush less."
1955,2000,20111028,B002HWS9GG,5,"October 28, 2011",A1K8V81GXTKN7G,For once I am excited about brushing,"I did not get that \'morning & night\' toothbrush routine instilled into me, so I thought this toothbrush would help. It also helped at the time that there was a 50% rebate from Oral-B (which was received in 3 weeks, not bad for a rebate). So for one, it was a good deal at a post-rebate of $54.99.This was a perfect set-up for my husband and me. It came with a floss head and I already had a whitening brush head. When we unpacked, we set it up next to the counter plug (I don\'t like to have wires spread everywhere) and placed the timer on the mirror at my eye level.The timer shows a round diagram (to represent your mouth) and it times 30 seconds a section. Then you get a big smile and a wink for the time after 2 minutes. The timer display also shows what mode you are like normal or gentle and if you are brushing too hard.The brush has been working well for both my husband and I. The brush does make noise, and since there is not doorseparating our sink from the bedroom, I do have to go into the enclosed toilet/ bathtub room to brush when my husband is sleeping. Also, there is only one brush so you either have to brush one after another or use another oral-B professional brush, which we already had (the Professional 1000).My husband dentist thanked him for flossing (which he doesn\'t), and my dentist said that my gums looked a lot healthier and my teeth were very white. My dentist even is going to order me 2 new brush heads every time I come in (about every 6 months) instead of the standard toothbrush.I would recommend this brush to everyone. I know that all can\'t afford them, so I tell them to watch for rebates, when you can get them cheap. They save you at the dentist (with less cavities). To get my white fillings, it cost more than this toothbrush, retail."
2763,2836,20120419,B003UKM90Q,5,"April 19, 2012",A2JP8WY5XGPJX6,Product Recommended by my Dentist,I have never owned an electric tooth brush.  Just seemed sort of silly to let the toothbrush do the work for me.  My dentist then recommended I get one and said the cleaning is far superior to the \'old fashioned\' way.  She said that I didn\'t need to get the top of the line with all of the bells and whistles - just get the Vitality.  I got it and I really like it.  Just leaves my mouth feeling cleaner.
2238,2290,20101212,B002HWS9GG,5,"December 12, 2010",A15C02P1KW95Y8,great product!,"I received this toothbrush a month ago and can\'t be happier. I used to have the basic Oral B and thought that was perfect, specially because I thought it was crazy to spend so much money in a toothbrush. Turned out I needed a new toothbrush and saw that the Oral-B Professional Care SmartSeries 5000 came with a $50 rebate so I decided to get it. I am so happy I did... You can tell the difference right away between a basic toothbrush and this one. For one thing, it has so many features that the basic doesn\'t have and you can tell the difference in your teeth. The motor is much more powerful and leaves your eeth feeling great. You have different modes to brush your teeth and the little timer helps you keep track on how long you have to brush your teeth. I just got my $50 back and it\'s been such a worth purchase. I definitely recommend this product to anyone!"
1563,1601,20090106,B001CX4JSS,5,"January 6, 2009",A3O04ZYC0FQ2YD,Oral B Pulsonic,I gave these as gifts to all my adult children this Christmas.  It was a big hit.  I also purchased one for myself and have been completely satisfied.  It\'s much quieter that my last Oral B toothbrush.  Oral B makes a really good product!
2640,2704,20101127,B003UKKHB4,5,"November 27, 2010",A140FKZ6NPM5QE,Excellent Toothbrush,Bought this toothbrush after reading the great reviews on Amazon and am quite pleased with my purchase.This toothbrush replaces a 12-year-old Sonicare. I was truly sad when the poor ol\' guy bit the dust. After a week without an electric toothbrush I realized I needed to get another and researched Sonicare vs. OralB/Braun. I was impressed with the reviews and went ahead about bought the 3000 series since I didn\'t need all the bells and whistles with the 4000 & 5000 series. It also helped that there was promotion with a 50% rebate of the purchase price. I also picked up some extra precision clean replacement brushes from a wonderful Amazon seller with killer prices.A few days after I ordered I went for my six month dental visit which included the requisite polishing. Three days later my new OralB Professional Series 3000 arrived. From first use I was hooked. It does an incredible job. I\'m almost two weeks out from that cleaning and my teeth feel as good as they did from that day. I believe this brush does a much better job than my old Sonicare. My teeth feel cleaner. I wasn\'t expecting that big of a difference.The only thing I don\'t like (not enough to rate it lower) is that it doesn\'t shutoff automatically. Seems to me after the two minute brushing cycle it should automatically itself off but it doesn\'t. Turning it off manually is no big deal but auto-shutoff would be nice feature.
3045,3131,20110921,B00404PFDY,5,"September 21, 2011",A3RIPKCNAU8Q9I,great brush w/ high tech features-worth the money for the fun!,"This is a really fun, high quality toothbrush.  It has a long-lasting rechargeable battery, which charges whenever not in use, and does a great job on teeth with a head that is shaped for hard-to-reach areas.  But the best part of this brush is the little timer that has some kind of remote signal.  It is a clock when not in use (and gives the correct time) then becomes a timer when you start to brush.  I can walk out of the room, even, and it continues to time me.  Dentists recommend brushing at least two minutes - and you get a little smiley face when you hit two minutes, or a big smiley face (sometimes a wink) if you brush for 2:30.  My kids want one ot these now, too, but I\'d say it\'s a bit too powerful for kids.  It\'s a great buy and, while it costs way more than a standard toothbrush, it holds up beautifully and works hard.  It also comes with a carrying case for travel, which I love because power toothbrushes never fit into standard cases.  The battery charge lasts two days off the charger, so you can go away for the weekend without carrying all the gear. Love it."
952,971,20101218,B000AUIFCA,3,"December 18, 2010",A6FOVPGXRTW57,The head is too big,"The brush head being too big, puts too much pressure on the gums which is not recommended by dentists. The flossaction is a false advertisement.  The four rubber things do not even come close to flossing.  I will go back to the regular heads after using my 3 pack."
2652,2717,20101016,B003UKKHB4,5,"October 16, 2010",A1RZ854KNHN1N4,Great results,"We have had a braun toothbrush in our home for 15 years.  I heard that Oral-B was doing a 50% rebate promotion so I decided it was time for an upgrade.  I chose the 3000 model, and I am very pleased with the purchase.  The toothbrush has a vigorous action, and my teeth feel dentist visit clean after I brush.  The 30 second timer is a nice feature that allows you to spend that amount of brushing time on the four quadrants of the mouth. The 2 minute timer lets you know that the morning/evening ritual is complete.  The storage lid hides the brush heads when not in use, and is a feature that my wife appreciates.  The one negative comment I have is that the package only comes with one brush head, but I suppose that the nice rebate more than fairly offsets the cost of additional heads."
1854,1899,20111023,B002HWS9FW,1,"October 23, 2011",A34I3ADZSHQWHZ,Poorly made,"This is the second one of these I have had - this one failed after only two weeks of use.  The on-off switch failed on both.  I like the idea of being able to use rechargable batteries, especially when traveling, but if it won\'t turn on, it is useless."
1319,1350,20110928,B0014IKO6C,5,"September 28, 2011",A1EKQK470MXDJD,Well made,"Nice well made/sturdy reusable filter, simple , well made, and great!  The top handle can be removed if it bugs you."
812,829,20111020,B0002M5JO8,5,"October 20, 2011",ANBHF2Z9KRLI,electric toothbruch replacement heads,I was unable to purchase these replacement heads through my grocery/pharmacy and was pleased to be able to order them online. They were delivered promptly and it was what I had wanted.
2826,2901,20101117,B003UKM90Q,5,"November 17, 2010",A30GOG6P68XWFK,Oral-b Floss Action Tooth Brush,"This does a good job for the money.  It seems to be holding up so far (1 month).  The floss action feels like it cleans around the gum well, but does not replace flossing.  It does not get between teeth, but it does a good job of working around the gums.  Not too rough, but you know that something is happening."
2321,2375,20101026,B002HWS9GG,4,"October 26, 2010",A1ZEYHKM366AU2,Better than expected,"I expected that this would be just a more complicated and far more costly version of the one that recently died.  It is more complicated, complete with wireless monitor, to the point where you have to sit and read the instructions a few times to understand what it\'s all about.  Once you get past all that and just start using it, it\'s pretty simple and it does a great job, much better than the old \'plug and push\' model I had before.  I could tell the difference in one brushing, and the \'smart\' stuff doesn\'t get in the way.  The slight pause after every 30 seconds of brushing, when you\'re supposed to move to another 1/4 of your mouth, is a bit annoying, but other than that it\'s pretty good."
2188,2238,20110128,B002HWS9GG,5,"January 28, 2011",A3ME6ESC79PG2L,"Great toothbrush, great value","I ordered this Oral B based on previous reviews and I am happy with it.  The only thing I will add to what has been said is that replacement brushes for Oral B cost about half of what you pay for Sonic Care.  So this brush doesn\'t cost any more up front, and the usage cost is lower.  Also, my brush came with a 50% rebate form! (which I haven\'t sent in, yet)"
2730,2801,20110827,B003UKKHB4,4,"August 27, 2011",A2GJN9PE4JKVKF,Braun Toothbrush,The toothbrush does an excellent job. I like the way it lets you know it\'s time to move to another part of you mouth so that you do all teeth equally. The only thing that could be better is placement of the on/off button. It blends in really well with the rest of the handle so you can barely feel it to turn it off.
2676,2746,20100825,B003UKKHB4,4,"August 25, 2010",A3JB405VRAERCS,Modern dental technology at its finest,"I\'ve never used or owned one of these gizmos before; one of my dentists had advised me to purchase one some years ago.  So I was curious to see what all the fuss was about.It certainly is easy to set up, and after 17 hours of battery charging, a simple task to operate.I must say though that it takes a little getting used to, for those of us old-time \'toothbrushers\'.  But after adjusting to the weird feel of something electrical in contact with the moisture in your mouth, and the buzzing vibrating sensations on your teeth, it didn\'t take too long to get the hang of it.You still need to do some serious flossing, and ?I think this device might even be pushing some food particles into those post-molar crevices, so don\'t forget to use the Interdental brush and floss in there too.So far, it seems like an easy modern way to ensure basic dental hygiene, and I\'m satisfied with the results.  I\'ve had no problems with breaking brush heads or any of the other disasters mentioned in some of the older models\' reviews that I read.Recommended."
1599,1640,20080904,B001CX4JSS,3,"September 4, 2008",AQIJ3ZEEVCIKU,"Good, but Oral B Triumph 9900 is Better","I used a Sonicare toothbrush for 2 years before switching to an Oral-B Triumph, so I\'m familiar with these types of sonic toothbrushes.The design of this Oral-B Pulsonic is quite nice.  I like that it\'s not much bigger than a regular toothbrush, unlike most powered brushes which are huge by comparison.  On its own, I actually think this sonic toothbrush is better than my old Sonicare.  And I tend to be a fan of Oral-B and Braun in general. (I also have their Pulsonic razor)  I also like the design of the charging unit and extra cleaning attachment as well.But as I said earlier, I switched from Sonicare to an Oral B Triumph 9900 Toothbrush with Smart Guide.  And for me, comparing this Pulsonic to the Triumph... well, there\'s just no comparison.  The Triumph is better by far.  Not only does it have the smart guide and cute smiley face that smiles at you when you\'re done, but it just does an overall better job of cleaning your teeth.I\'ll probably use this Pulsonic for travel since it\'s nice and compact, though I suspect that also means the battery won\'t last long.  I can bring my Triumph on a 10 day vacation without the charging unit (and I brush twice a day.)  I bet this slim little Pulsonic doesn\'t have a big enough battery to do that.  And even if it does, that just goes to show you the cleaning power.  This one is subtle, and good if you have sensitive teeth and gums.So if you want a good, deep clean, buy the Oral B Triumph 9900 Toothbrush with Smart Guide."
2911,2991,20111102,B003UKM90Q,5,"November 2, 2011",A1PJC6I1H2R6VF,Can\'t live without it any more!,"I had gums in really bad shape and the dentist told me that I should have flossed twice a day and used one electric toothbrush with the round brush. When you brush you keep the mouth semi-closed and the brush in contact with your teeth at the border with your gums, without pushing too much. This smaller brush allows you to get all around the molars as well. She did not specify the brand but she did say that it is not a matter of price, it is all about how you use it. So you don\'t really need an expensive one. I bought this one because it gets great reviews and the price is very good. I love it! My gums are way better now and she very impressed (well...and I am very impressed as well!). When I went on vacation I brought the regular toothbrush and after a couple of days my gums were all inflamed again. I can\'t leave without it! The only thing I would change is the design of the base. I have a tiny bathroom and I would love to be able to hang it somehow to the wall so that it is not sitting on the sink. Other than that is great and I would recommend it to other people."
896,914,20110502,B000AUIFCA,1,"May 2, 2011",A1NZEVBUOU3MG,Counterfeit,"My purchase was from a 3rd party but it was direct from Amazon\'s inventory. Seeing other 1 star reviews though it would appear that Amazon buys fakes from the same supplier as well. The plastic in these brush heads is breaking and they do not sit right on the brush handle, also the bristles are harder and of a different make than genuine heads, these things are already bothering my gums and have the potential of causing serious dental damage, this is a real shame Amazon..."
1804,1849,20100401,B002BTETG4,5,"April 1, 2010",A3FLQ47F0UNIR6,Brush Heads,"These work really well.  They do a really good job of cleaning your teeth.  We use to use the round brush, but this does a much better job of cleaning."
1596,1637,20080907,B001CX4JSS,5,"September 7, 2008",A36I5QI57MCF93,Has changed my toothbrushing routine!,"This toothbrush has changed my morning routine completely! I can sleep longer (while I stand at the sink, and let this rechargeable toothbrush do the work) - and this is a great thing, when you are up at 3 am for a feeding for your 10 month old.It is like getting my teeth professionally cleaned at the dentists\' every morning. It really has reduced my teeth stains and people always ask if I am using the Crest white-strips (I haven\'t).It is well worth the money and even my dentist has commented on how clean my teeth and gums are.You will never regret buying this product. Well worth the money because you cant buy a new set of teeth (Not for the price of this toothbrush anyway:))"
714,731,20100616,B0002M5JO8,5,"June 16, 2010",AUEVQWHK857QF,What I needed,"This is just what I needed to replace my old, worn out brush heads. It was delivered in a timely manner and in good, working condition. I had no problems."
563,576,20081012,B0002KHU3I,5,"October 12, 2008",A3J86WG2SZEFJM,Awesome brushes!,We purchased these brushes along with the Triumph station. These brushes are great (which along with the Triumph electric handle make a great tooth brushing experience). We will probably buy these over and over until something new comes up and our dentist recommends it.
890,908,20110516,B000AUIFCA,1,"May 16, 2011",A19PIYCI8DAYHC,Don\'t use unless it is the real thing,"After reading some of the reviews, I figured the problem with Amazon sending out counterfeit(fake)replacement heads was a thing of the past. Wrong. I received the fake ones people have been complaining about. I called Amazon and spoke with their rep and was told to ship the brush heads back to Amazon and they would be sending out a replacement. I asked what I was to do if I again received counterfeits. He said if that happened, my money would be refunded and Amazon would look into this problem. The second shipment was the real thing so my problem was solved. Amazon was great but they are still sending out counterfeits."
2975,3056,20101113,B003UKR67M,2,"November 13, 2010",A13700AF4X40YG,Small Step Up from Manual Toothbrush,"I got this toothbrush thinking it might be a less expensive alternative to the more expensive sonic toothbrushes that I\'ve been using.  While it is an improvement over a manual toothbrush, I\'m afraid this is a case of getting what you pay for.  The toothbrush does do a better job than a manual toothbrush.  However, the brush head of this particular model is fairly large, which meant I wasn\'t able to get to the gum line of the teeth in the back of my head (sorry, dentists out there - I don\'t know the names of those teeth).  To use this regularly, I\'d probably recommend augmenting it with a manual toothbrush with a smaller head to get to those spots to ensure good dental and gum hygiene.It may not be fair to compare a power toothbrush to a sonic toothbrush, but I feel I must for those who are weighing the merits of each to make a decision whether the power toothbrush might do the job of a sonic without the investment.  The movement of this power toothbrush was different from that of the sonic toothbrushes I\'ve used - it was slower and less energetic.  I\'m not a dental health professional, so I don\'t know if one offers any advantage over the other, but I preferred the sensation or feeling of the sonic to the power toothbrush.  The power toothbrush felt clumsy in comparison, though I did feel the teeth it reached were clean afterward.Not to be unfair, this toothbrush costs significantly less than many of the sonic toothbushes and it didn\'t do a bad job on the teeth it could reach and it\'s rechargeable - which offers further savings over frequent replacements and/or battery replacements.  I can\'t speak to the longevity of the Oral-b Vitality, as I\'m afraid I\'m not inclined to use it often enough to know (I had thought it might be a toothbrush we could take on vacation, leaving the more expensive models home, but I\'m afraid I don\'t care for it enough to do even that).If you\'re willing and able to invest a little more on a toothbrush that I\'ve been very pleased with, I recommend the Philips SonicCare R732 Health White toothbrush.  This has lasted longer - 2+ years than a previous Philips SonicCare (that lasted a very disappointing 10 months) and the brush heads are fairly inexpensive (3 for $21).  (I had a great sonic toothbrush from the now defunct Ultreo and those heads were $24 apiece - just a little less than this rechargeable power toothbrush.)  The Philips R732 is like a powerful little sports car, while this Oral-b is more like a heavy industrial vehicle.  I liked the price and thought this great value, but unless you literally have a big mouth, I wouldn\'t recommend this particular power toothbrush - and if Oral-b offers a different model with a smaller brush head or has replacement heads that have a smaller brush, that might make all the difference in the world and offer a cost savings without compromising your dental health by not reaching all of your teeth and gums."
386,394,20100127,B00006ANDQ,5,"January 27, 2010",A1VBYM8L2L7WG4,As good as the original,I\'ve never tried a replacement other than from Oral-B but these are OEM and work perfectly.  The price per head of under $3 was exceptional!!!
445,453,20111003,B0002KHTG6,5,"October 3, 2011",AF4HO67LL9TCS,Great toothbrush,I love this  Oral-B replacement brush head.  It\'s similar to the one used in the dentist office.  Really makes my teeth feel clean.  Would definitely recommend it.
