,id_review,date,product_id,user_rating,date_other_format,user_id,title,review
352,355,20110915,B004J36GES,4,"September 15, 2011",A199FRO0YFMGED,"Good, but not as good the the ultra thin with wings","I normally use \'Ultra Long/Super with Wings, Unscented Thin Pads\' from the same maker. It fits my relatively active life style and protects well overnight. However the wings against the skin bother me a little.This maxi does not have wings and the pad itself is softer. So this is more comfortable. However the protection is not as good without wings, although it is still very absorbent. The odor-lock is a plus."
101,101,20120328,B0029NYQ1K,5,"March 28, 2012",A3R5HY5P3JETXZ,the best out there,"Amazing! They\'re so soft and feel like memory foam. Other pads feels sticky or plasticy and drive me crazy, but these are the BEST. Only pads ill ever use now. They\'re so thin, yet they absorb so well and stay dry. Worth every penny."
207,207,20111022,B0029NYQB0,5,"October 22, 2011",A3S3VSXEFXBMRC,Great,"Finally I found great scented liners, I was so tired haunting for the scented ones. And there it is! This is a great liner. It stays on the panty, the scent is subtle, it\'s thin, but does the job. I am pleased."
219,220,20100621,B0029NYQCO,5,"June 21, 2010",A2T135XHAH82S4,good product and price from amazon,Good product and price from Amazon (especially with \'subscribe and save\')...Very convenient with delivery...and did I mention much cheaper than in stores???  Very nice service from Amazon!
45,45,20110902,B001LK6QJW,5,"September 2, 2011",A2VZLBO77LM4EX,Brand-loyal to Always\' products,These Always liners are great and well-priced. The liners are individually wrapped so you can keep them discreetly in your purse - or toiletries bag when traveling.
403,407,20080531,B005P0SMW8,5,"May 31, 2008",A2QXMEWCYVS50W,Good Golly George!,"This Aloe Vera is like spring water. It\'s very easy to use and has been very healing.  Our first knowledge of George\'s was a referral from a friend when my husband was undergoing radiation and dealing with the burns to his mouth. Since then I\'ve ordered gift bottles for family and friends also undergoing treatment.  Certainly it\'s not curative, but is soothing and helps deal with the side effects.  I think it\'s a good idea for general use, whether used as a topical or for drinking.  I prefer it cold but it doesn\'t need to be refrigerated. I think it\'s an amazing, easy to use product and highly recommend it for whatever reason."
57,57,20120202,B001LK6XG8,1,"February 2, 2012",A3HRKDM9S54FAO,Hate These!,"The only positive thing I can say about these is they are long.  They are not soft like most pantiliners I\'ve used, but are very stiff.  They are extremely wide.  So wide, in fact, they  tend to curl under along the edges as they are worn.  I ordered through the subscribe and save program. Should have tried them first.  I will definitely be canceling that subscription."
225,226,20120318,B0029NYQEC,3,"March 18, 2012",ARRCMSQU4BX91,great product but bad packaging,as the title: great product; but it\'s pretty inconvenient to use without individual packaging. I\'ll buy again if they improve the packaging.
292,295,20110915,B003CP15AE,5,"September 15, 2011",A2L6QS8SVHT9RG,Recommended for overnight use,"I highly recommend these for overnight or daily use (especially for heavy days), as these thin yet absorbant pads stay in place and works great:  comes in individually wrapped packages (one each), making this perfect to carry in a side pocket in your purse.  These are great to have around: Always is a name brand that speaks for itself in this market, in terms of quality product that works and does what it is supposed to do: this item is reasonably priced and would definitely recommend!"
253,255,20120405,B003CP1590,4,"April 5, 2012",AHUJB9FTS71RE,"No leakage, not uncomfortable","As awkward as it is to review an item like this, I have to say that these are the only pads I will use. Problems I\'ve had with other pads: too long, too short, too thick, not wide enough. These seem to be the right length, thickness, and absorbency. I like that you can buy more than one at a time through Amazon, as it is convenient to just have them shipped as you need them."
39,39,20110108,B001LK6Q6K,5,"January 8, 2011",A2295MGUTKMBW9,Only Always for me,"The first few years I have the menstrual cycles, I tried every brands out there but at the end, I came back to \'Always.\'\'Always\' just felt more comfortable and breathable than the rest.So for the past (and all future) decades, I only use \'Always\'"
185,185,20110217,B0029NYQ6A,5,"February 17, 2011",A16C62QMEB8MWS,Made for a woman who likes her sleep!,"I\'ve tried so many night time pads and I always end up with accidents.  I\'m 5\'3\' and 120lbs.  These are longer than all the others (even the other Always overnights in the green and orange package) and are more flared towards the back to provide better coverage.  Perfect for getting a full night\'s sleep without having to worry about waking up and changing.  They are thicker so some people may not like that, but it works for me."
342,345,20110926,B004J36GES,4,"September 26, 2011",A2VX9MWJ8LEIN1,Does what it is supposed to do,"These are thick comfortable pads, prevents leaks and does the job during those uncomfortable days. It provides the security that some people need, but th drawback is that it does not have wings, so making the pads less secure sometimes.  But for some people who don\'t like the wings, these are good, comfortable, secured pads."
217,218,20110423,B0029NYQCO,2,"April 23, 2011",A3MECKA1VPDL65,new formula?,I dont know if the product has been changed or if I just got the wrong thing but I have been using this product for years and the order I recently recieved has been horribly uncomfortable. Normall it absorbs great but this batch does not absorb at all causing me to be itchy.
378,382,20111112,B005P0SMW8,5,"November 12, 2011",A4BRTHMNNVXHU,Great Product,"I tried this product to releave my heartburn symptoms as nothing else seem to work.  After drinking it for about 3 weeks my heartburn was gone.  I have been drinking this for over a year now.  Some days I have mild heartburn but for the most I am heartburn free.  If you have this problem, I would recommend trying it."
224,225,20110422,B0029NYQDS,4,"April 22, 2011",A5HS81KU4S9OJ,Good with few issues,"These are great pads. However, they don\'t stick sometimes very well to your underwear. The company needs to work on that. However, given the other brands, it is highly recommended.."
350,353,20110915,B004J36GES,5,"September 15, 2011",A2B7BUH8834Y6M,"thin on size, thick on absorption","I\'ve always been paranoid about \'leaking\' in public or ruining upholstered furniture, etc. during that special time. I\'ve been a big fan of Always branded pads since they first came out. Nice channels direct flow to be absorbed before spilling over and they stay in place. I\'ve previously always gotten the thicker \'over night\' and \'extra long\' versions because of my over-the-top leak paranoia... but I gave these thinner pads a go and I did not have any incidents. I\'ve always avoided scented feminine products, because the last thing I\'d want to do  is attract attention to an area that needs no spectators or inquisitors. These pads really are \'lightly scented\' - just pleasant and not the over-powering all-familiar scent that is present in public bathrooms."
92,92,20100211,B0029NYPY8,5,"February 11, 2010",A1R4MVRS5LPZV4,Always Feminine Wipe refills,Great product! I use every day. Size is just right & the wipes are fresh smelling & are flushable.Best Wipe on market today!
368,371,20111228,B004J3A7SY,5,"December 28, 2011",AO4OIK8IVUXAP,Fast shipping,I received these pretty quickly. The price was good and a little bit cheaper than buying in the store. Convenient not having to leave the house.
258,260,20110814,B003CP1590,5,"August 14, 2011",A31CUOIOLF6VVJ,You\'ll forget you\'re wearing them,I like Always ultra thin  cause I don\'t feel like I\'m sitting on a rolled up cushion. Actually I only notice them when they\'re full.
376,380,20111219,B005P0SMW8,5,"December 19, 2011",A33H92X9DJJID2,Better than expected!!!,"I\'ve had problems off and on with acid reflux since I had my children. My dad has gotten cancer in his esophagus from years and years of untreated acid reflux. I didn\'t want to have the same results as he did. So, after much research, I kept coming back to Aloe Vera Juice. George\'s was recommended for it\'s taste and texture. I\'ve been using it for a month. It took about a good week or so to really kick in, but I haven\'t experienced any heartburn, reflux, etc. I wasn\'t expecting it to work as well as it does. I would recommend this to everyone with any type of digestive issues. It\'s not instantanious, but it is so worth it when it does work. I drink 2 oz in the morning and 2 oz at night. It has the exact same feel, taste and texture as water. I have a real issue with taste and texture and this didn\'t bother me at all!!!! I\'ll keep you posted if there are any changes, good or bad."
125,125,20111023,B0029NYQ2E,1,"October 23, 2011",A28N6SRQ4C22ME,Waste of money.,"I tried this product because I was intrigued by the commercial.  Wish I hadn\'t ... the adhesive doesn\'t stick to anything but itself, so the pad bunches, AND it doesn\'t absorb worth anything.  I ruined the clothes I was wearing for the first time in many years because these things don\'t absorb as quickly or as much as Always Ultra-Thin pads.  Plus, they\'re more expensive than the Ultra-Thins.  Bottom line: don\'t bother."
202,202,20111027,B0029NYQ9W,3,"October 27, 2011",ANPK7LEN4WSFP,"Eh - only so, so","Pros: comfortable, plenty of adhesive so they stay in place, very small package, stuck directly to outside plastic covering, so no additional strip to removeCons: TOO thin, barely absorbent. I need to change them twice as often as other liners. Extra garbage (since they are individually wrapped)I like the idea and the presentation, unfortunately not really doing their job. Going to switch back to regular liners."
305,308,20110905,B003CP15AE,3,"September 5, 2011",AAEHOTZ1GRAUX,"Less Bulky, good absorption, but some problems with the adhesive","Naturally, this feedback is coming via my wife.  She found the pads to be less bulky and still absorb quite a bit.  The only issue she had with them was that the adhesive didn\'t hold up as well as she hoped and the product tended to move around somewhat.  When asked whether she would purchase said product, she replied that she prefers this brand, but not necessarily this particular product."
163,163,20111216,B0029NYQ6A,5,"December 16, 2011",A2SLZMD0UYRT5X,LOVE THESE!!!,"I like using these pads.It provides me with confidence that a leakage is less like to occur, especially when active.I would recommend these to anyone, particularly for bedtime protection."
107,107,20111125,B0029NYQ1K,5,"November 25, 2011",A326SZ4A6LVE4S,Best overnight product around,"Sent my hubby to Walmart for these and they were sold out so I ordered from Amazon.  Product arrived in a timely fashion and as described.  This product, IMHO is the best overnite protection available.  Nothing I\'ve ever used before these worked as well, absorbed as much or was easy on my skin as these. Would buy again and again."
323,326,20120119,B004J36GES,5,"January 19, 2012",A167KPMW1NBZJW,Great Quality,"These are the best Always brand product I have ever used. I never was a big fan of Always pads because of that plastic lining that covered the pads. I quit buying them for many years because of that plastic lining. But thankfully THESE pads do not have that. It\'s a nice soft cottony-like covering that is highly absorbent and comfortable, yet feels DRY! These pads have a desirable thickness level; not too thick, not too thin. Just right. They are very long so they are excellent for people who wear them overnight and sleep on their back (as I do). They wear well through the day, and even during very heavy menstruation, I have never had one of these leak. I have become concerned a few times when they kind of bunched up in the middle, but it did not affect their performance at all. These are really great quality and I definitely recommend them."
25,25,20111107,B001GCTTJY,5,"November 7, 2011",AZXKAH2DE6C8A,Love it,"They might be thin, but they are very absorbent. Plus they are so thin as to not be bulky and cumbersome. I really like the confidence they give me to do their job all through the night."
206,206,20120322,B0029NYQB0,3,"March 22, 2012",A3UEYY5XATXCL7,too scented,"Usually I like scented feminine stuff, but his is too much. And these are really light - quite short and very thin.I just finished these. And I am back to Costco Kirkland\'s, simple and perfect, no scent though, but after these scented ones I really wanted some break of them!"
213,213,20100112,B0029NYQB0,2,"January 12, 2010",A2RPD2V1JMWBCK,Really thin and tiny,"I am an adult, and I love this brand, but these were really small and thin."
394,398,20100717,B005P0SMW8,5,"July 17, 2010",A2HK9QWJ0DAYVM,the greatest,"I suffered from gerd, in turn my epsohgus was irrarted to the point  that every time  I ate  it  felt like  something was stuck in my throat, my throat felt  full all the time and hurt like a pain i cant explain. My GI dr, gave  me  sample of a med, pain still the same. My sister-inlaw sugessted aloe vera juice, I had  tried  George\'s aloe in the past. I uesd it  for a week and a half, 2 oz before morning meal and the  same  at dinner, omg, i have no problem\'s now the feeling is  gone, my throat is better. Better then any med  my dr could  suggest, I am so happy found  this product again, love  it."
174,174,20110918,B0029NYQ6A,5,"September 18, 2011",A2D1P53600OILF,W.O.W.,"After years of sleeping with towels on my bed, I asked my roomie for an overnight in a pinch. She handed me one of these. AMAZING. I could practically do flips in my sleep without a worry! Thank you Always!!"
135,135,20110524,B0029NYQ2E,1,"May 24, 2011",A1KLT9VE5EVPGR,Absolutely Hated It,"Although it was indeed thin, ALL of the Infinity\'s are incredibly long. I was self-conscious the entire day because I felt that it was bunching up my underwear, and when I put my hand behind me I could feel the indention because the pad was just so long. Besides that, it seemed fine. I just absolutely could not stand the bunching and how incredibly long and high up my butt it went. Totally uncomfortable. Wish I would have asked for a sample before investing in two boxes from Amazon."
171,171,20110930,B0029NYQ6A,5,"September 30, 2011",A2FV5YQV866PVF,Excellent Overnight Protection,"This is a review of a \'feminine product\' so there may be \'too much information\' for some readers.Before I tried this particular overnight pad, I would have to double layer the \'thin\' or \'regular\' thickness overnight pads in order to not bleed through during the night. Heavy and extra heavy pads were never absorbent enough. The similar sized (i.e. extra thick) pads would not stay fitted properly and caused leaks. The thicker pads I tried also twisted around to adhesive side up which was both very uncomfortable and caused them to not absorb correctly, so was also messy. I am concerned about toxic shock syndrome so I do not use tampons. I tried every brand of \'overnight\' or \'extra heavy\' pads out there at the time and none of them were up to it. I found these about three years ago and have not tried another heavy flow overnight pad since.With these Always brand Overnight Extra Heavy Flow with Wings I never have to use more than one at a time. I\'ve never had leaks when using these pads and I don\'t have problems with them twisting around to adhesive side up. If you have extremely heavy menstrual flow then you should try these pads.It is true that they are extremely long and very thick. The pad length is such that some cuts of underwear will be too small (or short) in the back if you place the pad correctly. This causes the pad to overhang or stick out of the back of the underwear. This is remedied easily, but can be inconvenient. If this is something that you cannot stand then you should not get these pads.Regarding price, currently Amazon is offering a two pack for about 12 dollars. I\'ve seen big differences in price depending on where you get them (between 12 -20 for one pack)this is the lowest price I have seen so far (about 6 dollars for one pack)."
204,204,20110717,B0029NYQ9W,5,"July 17, 2011",AEV8CKWVX20CU,Lots of Liners!!!,I have been using these liners for years. Simply the BEST!Perfect size: I do not always have my handbag on me... so the Always Thin liners are so discreet. In my pocket and out of sight. Sometimes I forget that I even have it on me. Hee hee.Perfect for everyday use: These liners are sooo super thin that I never notice its presence. I love them!Thank god that they come in the \'unscented\' liners. All that added \'scent\' or \'perfume\' is so unnecessary.These supersede Carefree liners and the store brand liners.Every female should try them!!!
196,196,20120429,B0029NYQ9W,5,"April 29, 2012",A3CS7S35PWMP39,Works well,got this product and started to use it. It can last longer and my wife is really liking this product. Getting ready to buy a few more.
190,190,20100903,B0029NYQ6A,5,"September 3, 2010",A2X4DS5KRSZFHR,Excellent!!,"Perfect for heavy periods, especially to wear while sleeping, but other times as well. Excellent coverage and leak protection, especially for plus size ladies. I also highly recommend them for women suffering from urinary incontinence and/or interstitial cystitis for everyday wear. I would think cotton undies would work the best with these and be the most comfortable.  Two could be carried discreetly in a purse, inside a small zippered makeup case. After half a century this is one of very few products that in my opinion are perfectly designed."
34,34,20100722,B001GCTTJY,5,"July 22, 2010",A3NG1RH09BPOO,Woman\'s thing,"I purchased these because I didn\'t feel like going into the store.  For the service of being delivered right to my door I would purchase these again.  But if I do go into the stores, Walmart has these for a cheaper price.  The service was great though because these were shipped to me immediately."
110,110,20111024,B0029NYQ1K,1,"October 24, 2011",A29PSJ1U7QBZEL,Worst Pad I\'ve Ever Used,"These are, by far, the worst pad I\'ve ever used. I\'ve used them for two months and have found them to be non-obsorbent. They\'re also too slender, except in the back. I can\'t count how many accidents I\'ve had while wearing them. I would never buy them again. I\'m sticking with Always Ultra Thins and the regular thick pad in the blue bag."
338,341,20111003,B004J36GES,5,"October 3, 2011",A23RZIU0N8K2KR,No wings but very long from front to back (Good if you are Accident Prone),"These maxi pads have no wings and I have gotten used to wings, but the pads are EXTREMELY LONG from front to back. If you suffer from accidents just like me (for example the bedsheets have blood where I was laying on because I was dripping from the back of my underwear), then this product is for you. I will almost always suffer from this accident, but because the product was long, it covered almost to the back of my panty preventing this from happening. I can\'t really comment on the odor-lock but from what I can tell, it smell a bit less I would guess. But again, I don\'t go out of my way to check if one pad is smellier after use than another since flows vary every menstrual cycle.This product is good if you are accident-prone (you leak from the back when you are sitting because of a heavy flow)"
91,91,20101206,B0029NYPY8,5,"December 6, 2010",AL77KF4YQVL78,Fresh and Clean,"Always Feminine Wipes are one of my favorite luxuries. Even the softest toilet paper doesn\'t compare to how gently this cleans and refreshes. I prefer Always to other brands because some of the others would dry up and others seemed soggy so, after using it, I had to crouch there for a while to air dry before pulling up my panties. Always is just the right amount, moist enough to clean and refresh while dry enough that I don\'t have to wait before finishing my transaction.I\'m not sure how much is too much information, but let me just say that the comfort these provide is worth it if you suffer from hemorrhoids. They\'re so miserable to clean with scratchy, sand papery toilet paper whereas with Always they\'re a breeze. I know that Preparation H makes their own wipes specifically for that purpose but they\'re so expensive for the one ingredient that they put on the wipes: witch hazel. It\'s so cheap to buy a bottle of witch hazel and squeeze a dollup onto the Always wipe before using it. I only need to use the witch hazel when they\'re really acting up. Usually the wipe is sufficient."
147,147,20111102,B0029NYQ38,5,"November 2, 2011",A3S15YGZ6W6EV2,Better than any alternative that I\'ve found.,"I found these pads to be the best option for \'stuff\', by far. They are soft, absorbent, and are superb at keeping me clean and fresh. They cost a bit more than other alternatives, although I think it\'s well worth the confidence I have, knowing that I\'ll never have a problem when I use these.One gotcha:  Keep quiet if you bring a box of these to work and keep them in your desk. Less-prepared co-workers will beg, borrow and (usually) steal them once they discover how well they work.  This brings up the cost per use (for you) up by a whole lot.  I suggest hiding the contents of the box in an old Pampers wrapper.  This will keep all your co-workers far away from your \'stuff.\'"
75,75,20110716,B0029NYPUC,1,"July 16, 2011",A2F09EWKV3MTO2,Hate these pads- irritating to my skin,"I am slender framed woman and want a pad that isn\'t overly large. These pads are very thin, but unfortunately Always makes their pads with a strange texture that makes it feel as if you are wearing plastic. Not very comfortable and caused irritation. Will not buy these or any other Always pad again."
79,79,20120308,B0029NYPXO,4,"March 8, 2012",A4NG1HFQJDZ6T,Handy and convenient,"Discreet, mildly-scented, and individually-packaged handy little wipes, good for \'that time of month\' but I make sure I have some at all times."
27,27,20110731,B001GCTTJY,5,"July 31, 2011",A2OLIJAR21U6DS,I love these!,"These are my favorite pads of all time! They are the perfect length, perfect width, perfect thickness and they hold a heavy flow! They don\'t break the bank either.. I usually always find them on sale and with a coupon and if I don\'t have either of those the regular price isn\'t bad either. I put a picture up for those who do not know what it looks like. I definitely recommend these pads ladies!"
104,104,20120101,B0029NYQ1K,5,"January 1, 2012",A268SCZO3XNXD8,Shocked! They\'re amazing.,"I logged on here last night because amazon customers always have the best reviews, and I needed pad advice. I too have fibroids and a major bleeding problem - clots, which are very hard to absorb.  I have to sleep with a towel under me and try to discreetly sit on a folder at work if I go to a meeting, it\'s so embarrassing.  Also with the fibroids and polycystic ovaries I have a questionable cycle and will skip months then bleed for weeks at a time (yes I know I need to just have the surgery lol).  I needed the pads stat so I bought them locally and woke up several times with no leaks for the first time in 10 or so years. I feel like today I can run errands without worrying about my tan leather interior, restaraunt chairs or spotting.  This is major, especially for a person who has had a month long period.  The amazon pricing with super saver shipping offers is a much better deal than my local store so I will be back here to buy in bulk.  I also bought the Always overnight super sonic maxi based on reviews and will try that out and leave a review.Thank you Always, thank you Amazon, and thank you reviewers!**UPDATE**  Back on here to buy more of this product, at a better price than my local store.  Still love them and have referred several friends who were also heavy period sufferers.  We all love them.  Also, try the overnight extra heavy flow with wings!  This pad must be at least 14\' long, great for my needs and especially plus size women.  The overnight feels a tad diaper-ish to wear by day, but still works if you need it.  The fit is great on both, I don\'t experience as much bunching and they stay in place. So glad to have my stress level reduced related to spotting and I don\'t have to wear black clothes every day!"
416,420,20060309,B005P0SMW8,5,"March 9, 2006",A2O3DAHOBJKNB7,George\'s Aloe,"George\'s Aloe is great, it kills body pain and the more you drink the more energy you have 4oz is all i need."
236,237,20100405,B0029NYQFG,5,"April 5, 2010",A3VW2U33U0H8K4,Great price for the amount. Great shipping.,This is a great product. I love that you can buy these in bulk...saves so much money! Great deal!
351,354,20110915,B004J36GES,4,"September 15, 2011",ALOWEXH7NJVJB,No Wings,"I normally purchase pads with \'wings\'. Considering this product didn\'t have \'wings\', the lightly scented (not overwhelming) pads are quite comfortable.  I would certainly purchase this product in the future."
370,373,20120420,B005P0SMW8,2,"April 20, 2012",A1DIFL0333QPEB,Hmmm...,"I\'m a HUGE fan of Aloe Vera.  I\'m a big fan of Chinese Medicine as well.  I\'m a liver type.  I often get what the chinese call \'Liver Yang Rising\', which results in a lot of hot tempered conditions.  Aloe Vera is very Yin tonifying, and it\'s always brought me great balance.  I love it.I was in the Vitamin Store, and saw this George\'s aloe.  I always buy the Lily of the Desert stuff, but this caught my eye, and I bought it. The price was similar in comparison.  I thought, what the heck, I\'ll give it a try.I\'m about 2/3 of the way through the bottle, and I now realize that I notice NONE of the beneficial Yin tonifying effects that traditional Aloe Vera Juice gives you.  Pretty much none whatsoever.  This Aloe tastes like distilled water.  Has no taste whatsoever.  A good part of Aloe\'s medicine is in the bitter.  All medicines in nature have a bitter tasting element to them.  Bitter is healing.  When you remove the bitter, I\'m not so sure it\'s healing anymore.I was reading through the testiominals on here, and they all seem stomach related.  Perhaps it has a beneficial effect on stomach woes, but since I don\'t have any, it did nothing for me.  It had no effect on my Liver Yang Rising, and I feel like the cooling, Yin tonifying effects just aren\'t there with this aloe.Not a big deal, wasted some money, but I\'m going right back to Lily of the Desert."
355,358,20110912,B004J36GES,5,"September 12, 2011",AMB2Z4FMDBWQY,Well-designed product,"This is from my wife: pad is comfortable and long enough to catch any excess. I barely felt it wearing it. It says lightly scented but I didn\'t smell anything at all, which is OK by me. Recommended."
218,219,20110130,B0029NYQCO,1,"January 30, 2011",ANNCDB4AONSEO,P&G changed their liners....FOR THE WORSE,"If possible, I would give this negative stars.  I was unpleasantly surprised to receive these as a renewal to SUBSCRIBE & SAVE but as a TOTALLY DIFFERENT & INFERIOR PRODUCT!I used to love all P&G feminine pads & liners particularly from the fit & the dryweave fabric.  However, their newest version of this standard product is now smaller (they make you buy the X-tra longs to equate the previous dimensions of the longs).  They should remark the packages to be small, medium, and long version.  In addition, the pads themselves are super flimsy to the point where they instantly bunch and become uncomfortable.  The flimsiness makes it so the adhesive doesn\'t stand a chance at your backside.  Worthless!RESEARCHERS, PRODUCT DEVELOPERS, AND MARKETERS AT P&G:  Go back to your former SUPERIOR product line!  Maybe you should restudy the fit of these on real women.  When you are already thin, thinner doesn\'t always equate to better.....JUST CHEAPER FEELING."
417,421,20050804,B005P0SMW8,5,"August 4, 2005",A12C0UER29529W,Soothing & refreshing,"My husband suffers from exteremely sensitive skin.  He will periodically break out in itchy rashes that nothing really seems to help.  However, since he\'s been drinking George\'s aloe daily, his skin has really improved.  The rashes are much milder than before, and the best part is they\'re much less itchy.  George\'s looks, tastes and even has the \'mouth-feel\' of water, so it\'s refreshing and pleasant to drink.  Highly recommended for anyone with skin problems!"
228,229,20111103,B0029NYQEC,5,"November 3, 2011",A2KTKVVW3LU3EC,a lot of security in this small pad,"I can not believe how well these pads work. They are perfect for everyday protection. The adhesive,on the back of this pad, makes it , stay put for all day long . I am amazed at how many different brands there are, and I have tried several..and  These are by far, the best.I would highly recommend them. what an awsome product!!"
343,346,20110924,B004J36GES,4,"September 24, 2011",A1AG7F4Z1EOO5L,Comfortable for those not so comfy days!,"For those of us who experience a fairly heavy flow at times, these Always pads really fit the bill.I\'ll rate these pads on the basis of a few key factors.- Comfort: the top layer of these pads are designed so that they won\'t irritate the skin.  I found this to be a huge plus, especially when worn overnight.  No chafing or irritation, even when worn while working out for about an hour.- Reliability: No leaks or staining even with heavy flow.  The channels on the pad help to lock in flow plus I found the pad stays in place very well, especially for a pad without wings.- Thickness: Here\'s where these pads lose some points.  A fellow reviewer compared these to a baby\'s diaper - I agree these are quite thick but willing to accept that for the positive factors above.  For overnight use the thickness of this pad isn\'t too big of a deal, but I wouldn\'t recommend wearing this pad under very tight fitting clothing (then again, maybe tight fitting clothes aren\'t such a good idea for the days you need a super maxi!)"
300,303,20110907,B003CP15AE,5,"September 7, 2011",AID96A35CQO18,Hard to go wrong with Always!,"I will preface this review by saying I am already an Always customer. Although I\'m a loyal Always user, I had never tried their Infinity line of pads - honestly, I didn\'t know if they were that much better than their regular line to spend the extra bucks.Right away, I was shocked when opening the wrapper to see that the pad appears full of holes (over-my-head engineering towards absorbency, I suppose -- or perhaps aerodynamics? Ha!). Anyway, there IS a liner underneath, but it still looks a bit frightening. I bravely wore one, and yes, the absorbency and dryness was slightly better than the current Always products I use. The holes did their job.However, my favorite part of the Infinity pad is the wing design! I never would have thought much about it (wings are wings, I thought), but the Infinity pad has a scalloped \'B\' edge to its wing. I had more successful \'sticking\' of the Infinity\'s wing than I\'ve ever had with a normal curved \'D\' edged wing. Usually the wings (though very important and necessary to me in a pad), cause the most stress and hassle when applying! Part of it sticks, part of it doesn\'t and curls upward, leaving sticky spots exposed. Not comfortable. So, the \'B\' shaped edge of the Infinity pad was a plus!Overall, I would definitely use the Infinity pads again, but probably only if I had a coupon to defray the extra cost. Either way, I trust Always\' products for confident protection!"
