,id_review,date,product_id,user_rating,date_other_format,user_id,title,review 
416,426,20111221,B0054J38CE,5,"December 21, 2011",A2DIF8QRFGGOAG,Really really works!,"After lots of years coloring/ damage to my hair, I was looking for something to smooth it, work well wet dry and help to repair my poor hair. Ths product is fantastic. It smells great, is not greasy at all, and is very affordable compaired to similar salon products. I would highly recommend this to anyone :) the cold dry air of the mountains plus the elements are really harsh, my hair looks and feels so much better after using this! Hope this helps!! "
9,9,20100423,B001E5E2DQ,5,"April 23, 2010",A1ZS1PH7LB46YQ,Best Hairspray I\'ve Found!!,"Holds my hair purrfectly without excess spray build up - frustrated that I can\'t find it in the regular stores anymore - so, thank you Amazon for saving my sanity!!  =) "
95,97,20110601,B003EGYDEQ,5,"June 1, 2011",A19Y3RIK8GJGQ5,My favorite detangler...,"A few words of caution though, you have to brush out the spray entirely, or it will leave behind a \'weird\' feeling. -Meaning don\'t spray AFTER you brush it. Thoroughly brush your hair, and use conservatively. I\'ve used this on my hair, following the suggestions, with no problems. In the past, when I haven\'t, I\'ve had the same problems mentioned in previous reviews. It\'s a LIGHT detangler, not a miracle product if your hair is typically a tangled mess in the morning. I still use this on my daughter\'s morning tangle-prone hair with good results. It also leaves behind a hint of Pantene scent, which is a nice change over the usually \'fruity\' smell of detanglers. "
82,84,20110203,B003EGSA3Q,5,"February 3, 2011",A2ICO9FHF7WATR,my favorite,I have fine curly hair and live in a very humid climate. Conditioners for curly hair usually aren\'t enough for me. This works the best for me of all the conditioners I have ever tried. Pantene changed the name a couple of years ago from Always Smooth to Medium-Thick but it\'s the same stuff and I hope they never try to tweak the recipe because I think it\'s perfectly formulated. It\'s so heavy it will make my curly hair almost lay straight which I love since I hate to use heat to style my hair. The fragrance is gone for me once I have rinsed it out and it is not unbearable like the other reviewer would suggest. 
421,432,20120503,B0073B3F06,5,"May 3, 2012",A157BA19YMIS4J,leaves hair soft and shiny,"I ended up buying this at local store because it was cheaper.  My husband has silver hair, I have chemically highlighted hair with gray at temples. The shampoo and conditioner leaves hair very very soft and shiny.  Did not leave any purple residue in my highlights.  use once a week. "
249,256,20101130,B003PAINPG,5,"November 30, 2010",A3LMKOY01HEE9A,Very Satisfied customer,I love Pantene Pro-V Relaxed and Natural for Women of Color Shampoo.  This is great shampoo with lots of moisturizers.  Many African American women\'s hair tend to be dry.  This works great for dryness.  It makes my hair feel very soft and manageable.  Thank you Pantene for this shampoo.  I will buy this product again. 
208,210,20100623,B003JA3KDW,4,"June 23, 2010",AZFHSPEZUPGD2,"Works well on fine, curly hair","This conditioner is working very well for my pre-teen daughter\'s long, fine, corkscrew-curly hair.  She requires a fairly \'slippery\' conditioner to help her get the tangles out, and it must have substantial moisturizing capability to avoid the frizzies.  This conditioner does both well.But we have used other Pantene conditioners for dry hair in the past, and they have also worked pretty well.  To tell the truth, I don\'t see much difference if she uses the \'Curly\' conditioner vs a regular Pantene moisturizing conditioner.  I would definately buy this product again, since it does work well for her, but only if the price is comparable to other Pantene conditioners.  I wouldn\'t pay extra for the \'curly\' on the label. "
3,3,20111019,B0014D08PO,5,"October 19, 2011",A39MEL9G0XZO8X,Fixes damaged hair wonderfully,I called pantene to complain that I couldn\'t find my favorite conditioner and they said that this was the same formula. So if you liked Pantene pro-v time renewal.. This is it!! This repairs 2yrs damage in 2 months!! 
383,392,20100614,B004ISB3AG,4,"June 14, 2010",A3G7BEJJCPD6DS,Same Old,"I\'ve used Pantene for a while and although this is supposed to be a re-formulated version, I really could not tell much of a difference. I liked the smell and my hair felt clean as usual, but other than the nifty new bottle, it was the same experience. I\'m giving it 4 stars since the shampoo does what it promises to do and works well just like the old version. "
190,192,20100923,B003JA3KDW,3,"September 23, 2010",AOP41SVJTXNBN,Average results at best,"I often turn to Pantene products when I can\'t stand (or can\'t afford) shelling out the $$ for salon products.  My hair is wavy to curly, very thick, and can feel quite coarse with the wrong weather or product.  I often suffer from frizziness or a lack of definition in my curls.This Pantene conditioner was average at best -- it smells nice, goes on easily, but leaves my hair feeling very coated -- in a slippery way, however, which is often nice with difficult to manage curly hair.  The matching shampoo was a terrible disappointment however (leaving my hair feeling unclean and coated in a non-slippery way) -- so I tried this conditioner with several other shampoos (both Pantene and non-Pantene sorts).  The best results came after  something like Pantene\'s old Ice Shine shampoo -- though still, only average smoothing and mild taming of my locks, which definitely felt over-coated even after a thorough rinsing.I second what an earlier reviewer said about silicone -- it\'s a shortcut for curly hair that seems to pay you back later in buildup and less-than-satisfactory results in the long run, and it\'s disappointing to find it in this product.I wouldn\'t go out of my way to recommend this conditioner, though I\'ll keep it on hand to use when I\'m out of everything else! "
29,29,20110813,B001F51V3E,5,"August 13, 2011",A13QVE6RCEFJGX,The Best Shampoo!,"This is our favorite shampoo.  Cleans your hair, doesn\'t leave it feeling dry or greasy.  If you buy it here you can subscribe and save which helps.  A good value.  The entire family can use it, smells good but doesn\'t attract insects.  Love it! "
316,324,20100614,B004IS92L8,5,"June 14, 2010",A3T4OHEAHOJ700,Excellent for fine hair!,"Pantene typically has high quality products, and the Pro-v Fine Hair Flat To Volume conditioner is no exception.The product does not feel overly greasy, not does it have too water a consistency, as do some cheaper conditioners.  A little nickel size dab worked into your hair and let in for 20-60 seconds works well.That seems to leave hair soft and conditioned, without any buildup, etc.  The conditioner does not appear to flatten your hair, which some products that make claims of \'adding volume\' are apt to do.I do notice it giving my hair a little bounce and perhaps a little volume, but nothing out of the norm.  Its a conditioner and does what you\'d expect a good conditioner to do.As far as scent, it has a pleasant fragrance, a bit flowery but not overpowering at all. "
79,81,20110130,B001JQLNS2,5,"January 30, 2011",A3ENT44HBOUICX,Just lovely,I have scalp psoriasis and I use this along with the shampoo and noticed a reduction of the redness and flaking. The smell isnt overpowering and its soothing. Worth buying! 
60,61,20091028,B001HKC9ZQ,5,"October 28, 2009",ABKHJEU6PPENL,Glad to have found this product,I received this size bottle of this product attached to a Pantene Shampoo.  I loved it but could never find it again.  I was delighted to find it at Amazon and recommend it to anyone. 
394,403,20100605,B004ISB3AG,5,"June 5, 2010",A3QNQQKJTL76H0,An excellent shampoo for those with a sensitive scalp,"I\'ve been using this shampoo every day for a week and am very impressed with it. For an unassuming non-specialty brand, it delivers excellent cleaning properties and better performance than many of the specialized brands I\'ve tried. My scalp is very sensitive and I have a hard time finding shampoo that does not leave my scalp dry and itchy. This Pantene Pro-V leaves my hair feeling clean and does not dry out my scalp like many other brands, even ones that claim to be moisturizing.It is clear with no FD&C dyes, pleasantly-scented (floral) and produces a thick, sastifying lather. I am a male with short-medium length hair. A dollop the size of a quarter is all I needed to work into a rich foam that covers my entire head. One bottle should last me more than 6 months at this rate, making this product an excellent value. Highly recommended. "
355,363,20100831,B004ISB3AG,4,"August 31, 2010",AQM0K7MBBT4AY,Decent shampoo.,"This shampoo smells good, gets your hair clean, etc. I used it for a little in order to review for Vine, and found it comparable to any other Pantene Pro-V product (I use all kinds of shampoo... generally just buy what\'s cheap at the time).Because I already have super-thick hair, I decided to give this shampoo to a female friend of mine with fine hair so she could try it out. She seemed happy with it -- no complaints, no raving about her sudden boost in volume either.One of the selling points of this shampoo is a focus on removing oils in the hair, which weigh it down. It\'d probably pay off to make sure you\'re conditioning after using this shampoo, even if you have relatively oily hair (as I do). You\'d be surprised how quick \'volume\' can turn into \'frizz\' if you let your hair dry out. I\'m a guy and don\'t really pay much attention to my hair, but even I know that.Right now this shampoo is going for around thirty bucks for a pack of 6 bottles. Not a steal, but not a ripoff either. Decent price for decent shampoo. "
324,332,20100608,B004IS92L8,4,"June 8, 2010",A2SZLNSI5KOQJT,Nice Product - Hair is Bouncy & Has a Nice Shine! Product Contains Heavy Perfume Scent.,"I am not a Pantene product user, however, I use a conditioner every day.  I was pleased with the results of the Pantene conditioner on my hair, but wish that Pantene didn\'t put so much perfume into this product.This Pantene Pro-V Fine Hair Flat to Volume conditioner gives my layered, shoulder length hair a nice shine.  It doesn\'t leave a noticeable residue, so my hair also feels bouncy and light.The only negative is the conditioner\'s heavy perfume scent. The perfume scent is very strong out of the bottle, and lasts the entire day on my hair.  Some might consider this a nice thing, but for those who are scent sensitive, the heavy perfume scent is too much.  It is not a necessary component of the product, so I personally wish Pantene would make a non-scented version.4 stars because of the heavy perfume scent. It is so strong that I will not be a repeat user. "
161,163,20120210,B003F6TROQ,5,"February 10, 2012",A3OQ971CHS94BH,"not sticky, works just like the original",I hated when they changed the formulations in this product and changed the packaging.  I tried 3 or 4 different Pantene products before finally finding this one that works just like the original.  Does not flake and isn\'t sticky like some of the other formulas are.  This matters when you use the product every day! 
405,415,20100526,B004ISB3AG,4,"May 26, 2010",A3Z9QN0RCOHEY,Great Product for Fine Hair - 4.5/5 stars,"I\'ve purchased many different types of shampoo and other volumizing products over the years for my fine, poker straight hair. It really did not matter on the brand: Paul Mitchell, Redkin, Matrix, Aveda or Nexxus, the results were all pretty disappointing, as all products delivered similar, unsatisfactory results.I never tried ANY Pantene products, although my husband has used their shampoo and conditioner for years.  When I finally tried Pro-V Fine Hair shampoo, I was pleasantly surprised. Yes, my hair is still fine, but it feels and looks fuller for longer than it did after using other products. My hair is color treated, and I think my hair look smoother and feels softer as well.The shampoo has a nice, but not overpowering smell, and the price is very reasonable compared to salon brand products. There are always coupons for Pantene products in the newspapers as well for additional savings.  If you are looking to try something new for your limp or fine hair, this product is worth a try. RECOMMENDED - 4.5/5 stars. "
86,88,20111026,B003EGSALS,5,"October 26, 2011",A24Z5TYLMYGNUE,First Color Protecting Shampoo,"This was my first time using a color protecting shampoo.  I chose Pantene because of the price per ounce and its claim to preserve color.  It develops a really nice lather, and a very light smell that does not linger long after showering/bathing.  I have not experienced any back acne that can occur (and has occurred for me) with different shampoos and conditioners.I had my hair colored before using this shampoo, and noticed every time I would wash my hair it looked like I was rinsing freshly colored hair!  Thus spurring me to look into wash my hair with some form of color protecting shampoo/conditioner.  I started using this product right after I got my hair relaxed and colored (first time ever trying to relax my loose curls), so I was extra concerned about damaged/dry hair.  I will definitely be purchasing this product again, as it has been just under 2 months, and I am now starting to notice the fading of color and my roots!  I have my hair colored 4 shades lighter than my natural color, with 5 shades and 3 shades lighter of highlights.  There was minimum hair breakage and loss after the span of these two months, and my relaxer is still going strong!I hope this helps for any other colored heads out there!  :) "
145,147,20111230,B003EH23N8,5,"December 30, 2011",A28B887KZJ3QRI,Perfect Moisturizer,"This is a wonderful moisturizer for hair that is dry and brittle. Once I started using the Pantene Pro-V Relaxed & Natural for Women of Color Daily Oil Cream Moisturizer, if my hair could speak it would say \'Thank You...What took you so long?\' My hair is much healthier now. A definite must for women of color. "
210,212,20100622,B003JA3KDW,5,"June 22, 2010",A1PW5SQLR0Z6IH,Does  exactly to my hair what it says it will,"I have always had \'wavy\' hair but not defined curls.  When I picked up a Pantene Pro-v Curly Hair Series Dry To Moisturized Conditioner, I was fully expecting for it to condition my hair but as for much more, I just didn\'t think it would happen.I love when products make me step back and take a look and Pantene Pro-v Curly Hair Conditioner is such a product.  It is easy on the senses -- smells great, smooth, and not a lot of mess.  I put it in my hair after shampooing at the beginning of my shower -- then kept it on until I was done -- probably about five to ten minutes.  Upon drying my hair or rather, styling it and damp drying it, the results were immediate.  I have bouncy and fun curls that aren\'t frizzy and are easy to manage.I will definitely continue to use this conditioner.  I loved it.Natalie S. "
256,263,20111112,B003UHXY8U,5,"November 12, 2011",A2TDKP2DLVLAGX,Great !,"Love this shampoo + conditioner (Shine and Enhance). My hair are stronger, softer, smell so good... and I noticed a lot of compliments from my friends since I\'m using it ;) "
16,16,20100421,B001E5E2EA,5,"April 21, 2010",A809Y80MPR4FD,Pantene Breakage Frizz Control,My hair has a lot of body and the slightest humidity causes it to grow.  The Pantene frizz control is the most affordable leave in conditioner I have found to help keep it under control.  Thanks Pantene. 
116,118,20120127,B003EH1W7Q,4,"January 27, 2012",A2JFMZEVGTZF3M,Works well for my hair - really like it,"I have baby fine hair, when I put it all into a pony tail, it is only about as big around as my index finger.  I have a natural curl, but not super curly - if I let it dry naturally, it gets fluffy with some ringlets.I just had my hair cut into long layers and I wanted a sleek look, so I bought some of this at a store (about five bucks) I smooth some into my damp hair and I use a round \'porcupine\' hairbrush and a blow dryer and my hair gets very nicely straight and stays straight all day without feeling sticky or stiff - it\'s soft and silky.  I am very happy with this product.Update:  After 2 weeks of using this I find I actually love it!  My hair stays straight and styled all day, and even the next day (I was running late one day and didn\'t have time to wash my hair before work and the style stayed through my work shift) I also forgot my jacket the other day while shopping and had to walk to and from the car in the rain several times and my hair didn\'t frizz or curl up.  When I say rain, I mean Portland, Oregon rain!  I will definitely keep using this! "
380,389,20100616,B004ISB3AG,4,"June 16, 2010",A29VG90T649CSU,"Good shampoo, nice scent.","This shampoo is a good quality, as I have come to expect from the Pantene product line. I have very fine hair, and I am not sure if this shampoo has made my strands any thicker, but it does get my hair clean without drying it out, and has a very nice, light scent. "
76,78,20111225,B001JQLNS2,5,"December 25, 2011",AKCE45BIKY68E,Excellent!!,"Smells nice, hair feels clean, and long lasting.However, the mean contributing factor for such a high rating is a reason mentioned by another reviewer.  I bought this just to switch shampoos, and noticed that my scalp psoriasis had also reduced significantly, if not totally.  Came on here and checked the review, and I noticed another person had that experience also. I really hope this is a product line that Pantene keeps.  Would definitely be buying this for a good time. "
2,2,20101103,B000GCXWKW,4,"November 3, 2010",A1E9XNWOEDGCI5,fine hair fix it,"I have very fine hair and I have used this product for quite a long time, but a couple of weeks ago I went to purchase it again locally and they no longer carry it, so I went to Amazon and found the item at a great prize and ordered 3, I don\'t want to run out, got it quickly too. "
404,414,20100527,B004ISB3AG,5,"May 27, 2010",A1S27P7KJO9I96,Great Shampoo,"I have always liked Pantene products.  This shampoo does not disappoint.  It cleans very well, leaves hair soft, smells good, and does not weigh fine hair down.  I do think my hair has more volume.  I would recommend this shampoo.  Works just as well, if not better, than expensive salon brands. "
258,265,20101220,B003UHXY8U,5,"December 20, 2010",A1QJ2F4Q0201K4,Love Love This Conditioner,This is the best conditioner out there on store shelves that I have bought & used...It does what it says on the packaging & makes my hair strong & shiny... 
169,171,20111023,B003F6VJ9C,5,"October 23, 2011",A2QE1QQ5T4GBMQ,I think this product works great,"A lot of people gave very negative reviews to this product, but I think it works great.  I was using a Nexxus brand heat spray for awhile, but it was so expensive.  This one is a lot more reasonable and I feel works just as good, if not better.  It smells nice, it\'s easy to use, and does the job. "
59,60,20100420,B001HKC9ZQ,5,"April 20, 2010",A1XM1U8LE14R8W,Excellent product....,"I got this product as a sample once but didn\'t pay much attention to it, I color my hair and even though I used a good conditioner, it was lacking of some shine and body, so I started putting this product every day until I run out and my hair came alive. Not only that but it gives a good body to it and it is not greasy or sticky.I search for this item in all the drug stores in my neighborhood and noboby carry them, why? It is such a wonderful product, don\'t why companies do that. Give you something to sample, the product is great and then you can\'t find it anywhere. Thanks Amazon!!!! You always deliver!!!!! "
337,345,20100525,B004IS92L8,5,"May 25, 2010",A3S3R88HA0HZG3,Nice light conditioner that doesn\'t weigh down fine hair,"This is the perfect type of conditioner for my fine, fly-away hair.  It doesn\'t weigh it down like some conditioners do. It leaves my hair manageable and removes any static electricity resulting from dry air.  I liked that it left my hair easy to comb out after washing.  My hair is below shoulder length and because of the fine texture it tends to tangle really easily.  I have to use some type of conditioner in order to comb it out without breaking it.  This Pantene Pro-v Fine conditioner made the tangles go away easily.I left the conditioner in my hair for about 3 minutes after washing and then rinsed it out with warm water.  My hair felt softer right away.  After drying, it was easy to style either using a curling iron or just blowing dry.  The conditioner had a nice light fragrance that wasn\'t overpowering.  I like that.  I also like that it gives my hair some body and height but doesn\'t make it look flat like many conditioners do.  Two thumbs up for this product! "
80,82,20111106,B003EGSA3Q,5,"November 6, 2011",A5TABSUAD101L,Hands Down Favorite,"This is my absolute favorite conditioner of all time, and I\'ve tried a lot of them. My hair is very hard to manage. I have a combination of frizzy and staight hair. It\'s also very oily and thick. This conditioner makes the difference between a good hair day and bad hair day. I try not to use the same conditioner everytime I wash my hair, because I\'ve heard it\'s better to alternate, but I like this one so much, I find myself using it 99 percent of the time. It\'s especially good if you looking for something to give your hair more volume, without the frizz.Jennifer K. LaffertyAuthor of Offbeat Love Stories and More "
269,276,20110604,B003UI3M86,4,"June 4, 2011",AV6823XS14U41,"Great Deep Condition, Replenishing might not be accurate","I switched to this mask after using the L\'Oreal sulfate free hair masque with less than satisfying results. I did not expect my split ends to be repaired or my hair to look like I just stepped out of a commercial, but it did make my long tangled, fine stranded but still thick hair less tangled and more manageable. It did not weigh my hair down or give it a greasy dark coating. The formula is light enough that it can be used daily, but still effective that when used only a few times a week, there is a marked difference in my hair\'s ability to stay less tangled and more hydrated.After a few months of use, my hair does look much shinier and still has plenty of volume. Additionally, I do not use the full line of Pantene Beautiful Lengths products all the time-so you do not need the shampoo and conditioner to get the benefit of this mask. "
21,21,20100321,B001F51URG,5,"March 21, 2010",ABX2WGO1ARPSJ,great for frequent use,"I need to condition my relatively fine, dry hair a lot.  And this is the only product I have ever found that I can use several times a week without over-conditioning.  Rinses out easily and just enough remains, no tangles. "
329,337,20100604,B004IS92L8,4,"June 4, 2010",AMBFK6N4JS5Z2,Good,I\'ve been using Pantene products for the past six months so using this particular conditioner is not that much different from the other Pantene conditioners--all of which are slightly better than the cheap conditioners I use to use. 
87,89,20110801,B003EGSALS,5,"August 1, 2011",A2JSJGCVIFV4KK,Pantene Products,Great product. Love Pantene Pro-V shampoo. Leaves my hair soft and full of body and doesn\'t wash out the color treatment. Prefer Pantene products over all other shampoo/conditioners. 
11,11,20111031,B001E5E2EA,5,"October 31, 2011",A26L4D410OJ1YR,For those with LONG hair...,"I LOVE this stuff! I have semi-fine hair that I am growing out right now (have not cut it for a while now... I know that is so not-cool in the hair realm,) and this gives my hair a freshly-cut look. I\'ve always known to get a hair cut when it gets tangled incredibly easily and there is no way of keeping it looking decent for an hour after it has been washed. It does absolute wonders. I put three squirts in (like I said, LONG hair) and then let it air dry. Granted it does take a bit longer to dry with the product in, my hair looks healthier and shinier than ever. I don\'t have to do anything to it. I can run my fingers through it and it feels as if I don\'t have any product in my hair. HIGHLY recommended. I have naturally straight hair, and I don\'t have to touch it with any heating object to get a nice flat-ironed look. Wonderful stuff right here. "
271,278,20101217,B003UI3M86,5,"December 17, 2010",A2AY59ID8C9923,Good conditioner for split ends,"I had been looking for a really good conditioner that i could use everyday instead of weekly.  I have very thin long hair, so split ends tend to be a problem.  This product works great.  I was concerned it would weigh my hair down but, it does not. One thing I will mention if you have straight hair and use this conditioner and then curl your hair, my curls did not stay tight for as long as they usually do.  Either way, its fairly priced and works well. "
221,224,20100616,B003JA3KDW,4,"June 16, 2010",A2SLX6UHHYCMCV,Normal conditioner,"This conditioner does it\'s job. However, it\'s hard to distinguish between all their conditioners. They all have different claims for different types of hair, but I have yet to notice any big difference between them.Fortunately the price of these as of now, is virtually identical to the other types, so at least their is not a big difference in that area.Pros:- Smell fine- Untangles hairDon\'t expect it to make your curls any better. My hair is wavy (some curls) and for what it\'s worth neither I nor my significant other can tell the difference.note: I did not use the specific shampoo - I\'ve always found that pairings that company promote rarely make any difference than using the products separate. "
311,319,20100616,B004IS92L8,5,"June 16, 2010",A2R1HUYHXV7H18,Wonderful conditioner,"I love this conditioner!  Pantene is my favorite!  It smells great and leaves my hair VERY silky.  I do notice a slight increase in volume when I use both the products together - the shampoo AND conditioner.  The scent lasts about a day.  My hair is very long, and wavy, and I notice a definite increase in waves and smoothness when I use it.  It makes my hair feel just very....fresh.I do find, that about every 5th shampoo, that if I use a different brand, then return to the Pantene, that it works even better, but this Pantene is my mainstay.  The only conditioner I like a bit better is the older salon brand: TIGI Bedhead, but it\'s 4-5 times this cost.  I\'ve been using this Pantene since it came out, even before Vine offered it to me.  It\'s really minimized split ends and breakage as well - a problem with hair as long as mine is.  Highly recommend! "
158,160,20110113,B003EH2HSO,5,"January 13, 2011",AYQKTGOP4ILY9,I LOVE this!!!,"I am so in love with this conditioner.  At one point, I had damaged my hair so badly from using way too many relaxers, and just plain neglect.  My hair was breaking so badly, I was really afraid to comb through it, because it would snap off.  I started using this after Christmas, and the difference is wonderful.  When I get up in the morning, I comb through and NOT ONE hair is left in my comb.  I use it every other day as a CO wash and I love it.  I will definitely  make this a part of my regime. "
