,id_review,date,product_id,user_rating,date_other_format,user_id,title,review    
125,130,20110821,B00005AUIE,5,"August 21, 2011",A2GUG4ZCHN0Q36,very good -,I bought this item from Amazon for $15.29 in spring 2011.  I have been satisfied with this product.  The price was good.    
2468,2548,20090128,B004B8AZH0,5,"January 28, 2009",A2J9R46WHR861F,Resistance is Futile.....,"I\'m sitting here chuckling as I write this. When they came out with the Mach 3, I thought to myself \'How ridiculous! Who needs three blades?\'. When the Fusion came out, I was openly hostile - \'How many ***** blades do we need? Stop the madness!!\'. Well, I recently bought some Gillette body wash and in the package was a free Fusion. I resisted for about a week and then finally used it. Needless to say, I\'m here on Amazon ordering some Fusion blades. I guess that\'s why the New England Patriots play in Gillette Stadium.........    "
1871,1943,20110221,B003983HZK,4,"February 21, 2011",A38FG62QT6KX5M,They are good and cheap!,These cartridges are as good as the ones that come with the razor package. Its cheaper to buy on Amazon than at the store and I love them!    
683,706,20120202,B000BUW8WM,4,"February 2, 2012",A33AQPJYH7UUXR,a well made shaving system,"I am a woman; I own both the manual and this power version of the Fusion razors and for shaving legs, I haven\'t noticed *huge* differences between the two. The power version has a slight advantage in giving a quicker and *slightly* closer shave but if it came down to huge differences in price, for my purpose of shaving legs I could easily go either way.This razor does do an excellent job at getting a close shave and in my experience I find that razors designed for women have not worked any better than this.The only quibble I have is with what I feel is extremely high prices for the refill blades. This is definitely one to compare prices on, coupon shop, and/or catch sales when you can.    "
980,1009,20110530,B000XVSNTQ,3,"May 30, 2011",A127CMR45SC1TL,Not my favorite,"I have been using this razor for a few weeks now, and found it gives a fairly close shave. However, there is a lot of plastic (the moisture ribbon) around the razors, which slows down the shaving process. I also found that this product left my underarms and bikini line very irritated so, it is not the best for sensitive areas. A big negative though is that this is a very pricy razor. 12.00 for the original, and 3.00 for each replacment cartridge. Overall, it is not worth your money.    "
175,183,20050302,B000065AB0,3,"March 2, 2005",A1KT3EOGEU3VXU,Too expensive!,"The problem I\'ve encountered is that the Mach 3 Turbo System gets quite expensive. It is suggested by the manufacturer that you change blades when the blue strip is gone. If I follow this guideline, I end up changing blades about ten times a month. At $15 for 8 blades, that comes to almost $20 per month just in blades! For a shave that\'s smooth but not as close as I would like, that\'s a bit much.    "
1419,1466,20111204,B001F51QTS,5,"December 4, 2011",A310L8E6OA2MEM,Economical and effective,"Like many of the other reviewers, using cartridges with more than two blades has never really worked for me. Sensor cartridges give me a close shave while producing far fewer cuts, and they last me about a week. At this price, that\'s about 25 cents per use -- far less than other cartridges.    "
1092,1121,20080531,B000XVTYYY,5,"May 31, 2008",A2KUUIJ52MWDAS,"My husband, a/k/a Wolfman, swears by these","My husband has a thick, dark beard and dainty, sensitive pale skin. These blades work well and don\'t irritate his skin. No five o\'clock shadow; no razor burn. Using blades instead of disposables saves plastic and you get to hold a nice metal handle.Perfect, huh?Well, a straight razor is more green--it\'s forever if you just sharpen it, but he\'s not going there.    "
113,118,20111220,B00005AUIE,3,"December 20, 2011",AR8BT851FMNJ3,this was purchased as a gift,This item was purchased as a gift for a family member.  She has a Venus razor and asked for these refills.    
1636,1689,20100421,B001JQLNG4,5,"April 21, 2010",ARJ84DDDFGMOV,Amazing,"This product is amazing or as Kanye West would say, it\'s AMAZIN\'. Anyway I love this product more than a 10 year old American kid loves his snicker\'s bar. I am part French and Italian so I have hair growing places I didn\'t even know existed so this product does wonders for my hairy body. I am finally able to go through airport security without a \'random check.\' Will recommend to anyone!    "
1911,1983,20110930,B003983I1S,4,"September 30, 2011",A45VJHPBD1MGT,Best shave at a price.,These things are awesome.  No blade comes closer.  The onlydownfall is the price.  They tend to be the highest priced blade.    
2221,2299,20100527,B0039LMTI8,5,"May 27, 2010",AIIZTJHZLV158,AWESOMENESS!!!!!!!! FINALLY!!!!,"Finally a bikini shaver I\'ve had invented in my head for a while! What took so long?!!! This works VERY well, keeps it clean and short without having to worry about ingrown hairs or itchiness when it grows back, MUCH better than shaving it 100%. This keeps it the perfect length. My only complaint is that couldnt just buy the bikini shaver I had to buy a kit which forced me into buying a razor and lotion which I will NOT use (the lotion has PARABENS in it!!!). They need to sell just the bikini shaver by itself. Also I was shocked in find out it was disposible not reuseable with replacement heads. They should make it with replacement heads. All in all this product is AWESOME. TRUST me if you like it nice neat and trim without it looking all uneven trying not to cut yourself with scissors this product is def. for you, I\'M SOLD!!!!    "
1220,1252,20100926,B0013OOOPE,5,"September 26, 2010",A2XMPPDX2AORC4,Excellent product...I like it..,I bought this product sine 2009... my whole family is using this.Every one like it.    
2414,2493,20091012,B004B8AZH0,5,"October 12, 2009",A3TXNZH2G063SW,Fusion Blades (The Best Blade Hands Down),"I have tried them all and the winner is Gillette Fusion. You get a close shave all the time with no nicks and no cuts. The price from Amazon.com can\'t be beat either. Don\'t waste your money on the power version, the shave is the same! Gillette Products rule!!!    "
1755,1814,20100626,B003983HRI,5,"June 26, 2010",A3EU2WUQOLZMNB,Amazing!!,"Out of the hundreds of things I bought from Amazon, this is the first time I am writing a review because this product was that good!  I rushed to the computer as soon I was done shaving to type this.  This is just an opinionated post so I\'ll keep it short and sweet.  But for a long time, I was using the Mach 3 but I had a lot of issues with it.  I have very sensitive skin in my mustache area so I always had a problem with cuts or it would tug at my facial hears and cause pain.  So much so that I switched to electric razor for the past 5 years.  But with electric, it was frustrating because I could never get the satisfying shave a blade can get me.After seeing all the advertisements for the Proglide I couldn\'t resist so I decided to try it out.  I put on some shaving cream and tried this bad boy out and it sent chills up my spine as I glided this thing across my sides and chin.  I even went against the grain and it was just so smooth.  Now for the ultimate test.... I grimaced as I anticipated pain as I was about to shave my mustache area and I couldn\'t believe how it just cut away at all my hairs.  And immediately I went against the grain and no cuts, not tugs, nothing.  It felt like licking ice cream.  I have not had my face so bare and smooth like this ever.  It\'s totally liberating!    "
359,368,20070815,B000277P5E,4,"August 15, 2007",A1P9QRDRYY6FXL,Gillette for the win.,I have not used any other shaving system that came close to Gillette\'s smoothness.  I am very sensitive and have few proublems with the 3 blade setup.  Only issue I have is that they are pricy.    
1006,1035,20080717,B000XVSNTQ,4,"July 17, 2008",A3LYLRNW15DPU6,Does the job,"Like men\'s razors, women\'s razors are getting more multi-bladed.  I\'ve been using Venus razors since the first came out because they seem to be the only razors that don\'t leave me looking like a slasher film victim when I\'m done.  The Embrace has five blades and that\'s pretty much the only difference (besides the pretty green color).  You\'ll pay a little more for replacement blades but the razor will hold any Venus head.    "
1137,1167,20100506,B000XVTYYY,5,"May 6, 2010",A1MT7W4VSJ1T6A,The Real Deal,"My greatest fear in this purchase was that the cartridges would be fakes.  I poured over the many available Mach3 options and found this one to have the most positive reviews and least number of reviews citing fakes.I\'m happy to report that I was sent the genuine thing, for which I\'m very happy.The prices seem to fluctuate and, as I write this review, are close to $5 higher for the 12-pack (~$25 versus ~$20), but it\'s still a bargain over most store\'s prices.  I think I saw $27+tax for the 8-pack at Target the other day.Happy shopping.    "
2459,2538,20090419,B004B8AZH0,1,"April 19, 2009",ASDR31W2HNDNT,"don\'t buy these, they will rip up your face",These blades ripped up my face. The blades very rough and hard to use even with lots of shaving gel and prep. These are absolutely worthless. Try something else.    
826,852,20101217,B000HFM9ZW,2,"December 17, 2010",A2G8DKZ4XEQ7ZR,Product switch,"I ordered Adorn in the white can with red oval label as shown clearly in the ad.I received a substitute.  When I called to report this I was told that sometimessubstitutions had to be made when the product you order is not available.I think this is outrageous and at the very least a customer should be advisedso that the option to cancel is available.  The alternative is to try to send theitem back, and attempt to get Amazon to reimburse.  This is a great deal ofwork for a very small amount of money.This is very discouraging for ordering on line.Jean    "
688,711,20100511,B000BUW8WM,4,"May 11, 2010",AXMXE3RT660HQ,Is Gillette getting cheap?,"I like the razor a lot. The pulsing feels good when shaving and the trimmer is good for difficult spots. I was miffed that they only shipped it with the one cartridge when they used to ship with the replacement cartridges in the base. I was curious to know when this practice started, especially with the price of replacements these days.    "
1494,1544,20110329,B001G7PMW2,5,"March 29, 2011",ATBIS78HWLZB7,"Great blades, good price","The Sensor Excel blades were exactly what I ordered and expected.  They were delivered on time and in excellent condition.  I can highly recommend this vendor, and would do business with this vendor again.    "
676,698,20080604,B000BUUVTY,2,"June 4, 2008",A1KAFXN4S992AX,It was ok..not as great as I thought....,"I bought the Fusion Power because I am a huge Federer fan and he endorsed this product so I thought why the heck not!! I have a pretty sensitive skin and I thought that this product would work out great for me. I was right. I absolutely loved the product which is why I ordered this replacement cartridges pack from amazon. For some reason though, these blades feel different, and not in a good way. Compared to the blade that came with the razor, these blades are really bad. I still found a way to make these blades  work slightly better for me, but I was and am really disappointed. Maybe I got the bad ones or something, but do not buy this pack expecting it to work the same way as the one that came with the razor.....    "
2318,2396,20120404,B004A7T7A8,5,"April 4, 2012",A2VT1EEO2GTAY2,"Squeaky clean, great scent!",It is what it is.  It washes very nicely and the scent is incredibly strong when cleaning but just the right amount of scent after the shower.    
995,1024,20090815,B000XVSNTQ,3,"August 15, 2009",A1WPQGUYP0XI99,"Ok, But Not Great","I was fine with the Venus Divine version but the handle was getting cruddy so figured I would upgrade to the 5 blade version.  I used it for the first time yesterday and can\'t say I find it all that superior.  I did feel it left a smooth shave, but so does the Divine (3 blade version).  The handle felt no different as well, which is apparently one of the selling points to the Embrace since the handle has a bit of cushion and non-skid material.  The blade itself is fairly bulky, and can totally understand the concerns over it\'s size for more delicate areas with curves being more difficult to maneuver around.  The 5 blades are so closely stacked that it clogs quickly if you have more than 1 day of stubble to take care of.My biggest concern with this razor was that it had drag.  The blade cartridge has some \'special\' moisture strips or whatever they are meant to be that just grate over my skin.  It kept making me nervous that I was creating nicks up my legs!  I do have very sensitive skin, so perhaps this is why I didn\'t like the sensation of the actual cartridge, but I wouldn\'t imagine a well lathered leg (with Gillette\'s own shaving cream!) would create such a noxious scratchy drag.But, all this said, the razor gets the job done.  Once I use up the two cartridges/blades that comes with this razor, I will attach the Divine blades to it- which is a good selling point to have a razor that has the capacity to use all of the Venus blades.    "
728,751,20060130,B000BUW8WM,5,"January 30, 2006",A3P2DYCH3WTM7B,The best shave that no one can afford....so where\'s the gain?,"This razor is by far the closest and most comfortable shave ever. The shave is closer than the M3, and much more comfortable; I\'d say 50% more comfortable. I am amazed at the quality of the shaving experience.However, I haven\'t lost my mind yet to pay almost 4 bucks a blade. I would if they lasted more than 2-3 shaves, but they don\'t. You can do the math, but $400/year for blades is more than I can stomach. I can well afford it, but somewhere you have to put a line in the sand and say, enough. This is ridiculous and Gillette is taking advantage of the marketplace. Right now, they clearly have the best product, and can charge whatever price they would like. The first alternative that arises, it\'s adios to Gillette for me.I\'ll stick with the Mach 3 for now because it\'s plenty good enough, and already way overpriced.    "
2469,2549,20090119,B004B8AZH0,3,"January 19, 2009",A1D1QOSR35MWCF,Fusion blades,I don\'t think they work any better than the mere two- and three-bladed cartridges of the past.    
918,945,20080410,B000XVSNTQ,3,"April 10, 2008",A37E6RW5BUX4U0,"Eh, not bad, but not great!","I\'m not that impressed with this razor.  I am one of those people that can go about a week in between shavings.  My hair on my legs doesn\'t grow fast and when it does it\'s not that coarse.  After using this razor several times the results were that I always felt or could see hair the next day or two days later.  That leads me to believe that with 5 blades, it\'s still not a close shave.I also felt the razor head was surrounded on all four sides with way too much plastic; making the shaving of more delicate areas, bikini line, etc, a little more challenging.  I felt I was doing some serious contorting in the shower this morning, and felt if I could have removed some of the bulky plastic, I would have been much better off.I did like the shower case that suctioned to the shower wall, I liked that a lot.  I also enjoyed the fact that I didn\'t have any razor burn or bumps.All in all I just don\'t think it\'s worth the hype.  The 5 blades didn\'t do anything more or extra that I could tell, and the surrounding plastic hindered anything the blades could have possibly done.    "
656,677,20090319,B000BUUVTY,5,"March 19, 2009",A15YV3WV7645KH,Best shave ever!,"I am very happy with the Gillette Fusion Power. Gives me the best shave I\'ve ever had, and I shave daily. Very smooth results, and no irritation.I actually received some faulty blades from my recent order - they pulled and dragged on my face, and caused me to breakout. So after testing each blade in the pack, I called Gillette (1-800-GILLETTE, of course) and brought this to their attention. Within about 4 days, I had a coupon in my mailbox for a free replacement 8 pack. And I didn\'t even have to send the old ones back - they went right in the trash.So kudos on the product, and kudos on the customer service!!    "
1599,1652,20090422,B001JQLNFA,4,"April 22, 2009",A1JAPP1CXRG57A,No Shave Cream Needed and That\'s Nice!,"It\'s nice that there\'s no need for shave cream with this razor. The two \'shave gel bars\' do the job nicely, providing just enough lather to smooth your shave. The green tea scent fades pretty quickly (after a few uses), but that wasn\'t a concern.I\'ve used other Venus razors before, and my favorite is still the 5-blade Venus Embrace. But the Spa-Breeze, seems to be a less expensive and even \'Green\' alternative, thanks to the fact that I can use it without shave cream.The 5-blade embrace does deliver a slightly closer shave, but I\'d still say the Spa Breeze is worth a try if you\'re not \'addicted\' to a 5-blade razor.    "
586,607,20061223,B000BUUVTY,5,"December 23, 2006",A36K6VASLXKHF9,worth the money,"The Gillette Fusion Power Replacement Cartridges does cost a substantial amount of money, but it gives the person the realization that he is pretty clean shaven. In a military environment that I live in, we constantly have to be clean shaven. It also means I have to spend a lot of money shaving my face to look good.    "
1248,1281,20101218,B001E5E1VY,5,"December 18, 2010",AAPPWNP9FWVWS,Excellent for sensitive skin,"My husband is extra picky about shave creams.  Sometimes he uses an electric shaver, but most of the time he uses a razor, and his skin is sensitive.  This product applies easily, and it\'s apparent to him that there is a lotion present that is easy on his skin, i.e., doesn\'t irritate it.  Most importantly, the razor glide is very, very smooth, or in his words, \'absolutely excellent.\'  As of this date Amazon offers this product in a six pack that is eligible for super saver shipping.    "
1138,1168,20100327,B000XVTYYY,1,"March 27, 2010",ASZBJPHP5PS5U,"Yep, they\'re fake!","I saw the other reviewer\'s note that these were fake, but I thought he might have gotten a bad batch.Well, so did I.  The are visible defects and the blades aren\'t sharp.I\'m not buying these online anymore.    "
938,965,20080405,B000XVSNTQ,5,"April 5, 2008",A2MO8QZTNYYB98,A cut above your average disposable razor,"The new Gillette Venus Embrace Razor has a few features that give it an edge &lt;grin> over other disposable razors on the market.The first thing I loved was that it has a \'ShowerPod\' that attached to the shower wall with suction cups. This has solved my problem of where to keep my razor. Before it was in the soap dish which really didn\'t work.I also love that the blades are replaceable. It makes this a little more earth friendly because you just need to change the blade and not throw away the whole razor. The ShowerPod also holds extra razor cartridges which I found to be another great feature.I have to say it really does give you a close shave. There are five blades and they\'re very close together so if you\'re using too much shaving cream the razor won\'t work too well, but once you use a little less this razor delivers and gives you a close and smooth shave.    "
164,170,20110125,B000065AB0,1,"January 25, 2011",A2YM6JTQIBZ8YC,This Razor Does Not Vibrate,"The vibrating, battery-powered razor is the Gillette M3 Power Razor.  The picture pointing to the \'Low Battery Indicator Light\' and \'Automatic Shut-off\' is false.    "
1657,1710,20110320,B001UHOUQC,3,"March 20, 2011",A8A2Z5WRS4WRC,EEEEHHHHHHH,I love it BUT the blades don\'t last long. If it wasnt for that I would be in complete heaven.I\'m going to stick with it though for the convience of having it all in one.    
426,436,20081014,B000277P5E,5,"October 14, 2008",A1V0VROLPWXFG7,First time user of Mach 3 Turbo system,"I\'ve been using various foam depillatories, electric, and manual systems for approx. 30 years. The last 10 years I had used the Bump Fighter disposables and lately the Bic 2 blade disposables. They were OK, but you have to really look closely at your face in good light to see that spots were missed, especially the chin. They don\'t flex and adjust to the surface of your face. If you\'re careful and take your time, you can get a pretty close shave with them, but when you are rushing in the morning to get your family out the door - on time for school and work - quick is the word.I opened a free sample that Gillette had sent me some 3 years ago, tried it, and fell in love. It was the best shave - no irritation - even against the grain, which I never did with the other systems for fear of razor bumps. I was truly impressed!Now I\'m looking for a good bargain on refills. After reading some of these critical but helpful reviews, I will definitely buy from a store. I really like them even if they are pricey. Going to have to work this cost thing out. I was nick free the first couple of times I used the Mach 3 -  and that hasn\'t happened in a long while.    "
893,920,20090915,B000RCLXFC,5,"September 15, 2009",A267GWC7CXGAAW,Unequaled at any price.,"The best hair spray I have ever used.  Can\'t find it in retail stores anymore.  Thank goodness it is on line.  Doesn\'t build up, doesn\'t make your hair stiff.  Just keeps it under control.  Great for restyling.    "
1451,1501,20120501,B001F51R6K,5,"May 1, 2012",A1BTEO6351AU5W,Best razor blades ever.,"I believe the Trac II Plus razor blades are simply the best razor blades you can buy. I went back to a double edge razor recently. I found unless you have a top quality blade in a DE razor, you do not get a smooth close shave. With a Trac II blade, you can count on a smooth, slick, close shave everytime. It seems that 2 blades work better than 5 blades or even 3 blades. When Gillette made the Trac II razor blades they made perfection. They still sell  razors for these today.    "
1409,1456,20101224,B001F51QRA,5,"December 24, 2010",A1SDD92YHPVZRM,Gillette Good News-Plus,"I have used these disposable razors for years and years.  They are the best I have found and Amazon.com with their 3 pack deal, I couldn\'t pass it up.  What a deal, thank you Amazon.com.    "
928,955,20080407,B000XVSNTQ,5,"April 7, 2008",A3C6CZC2JP67VK,This razor does it nice and close,"This is a great razor I have ever used and is well worth the price. The handle design is just right, the pivoting head is designed to glide over your skin. It\'s so light, it\'s hard to get nicks and cuts with this. The 5 blades that literally glides over your skin. I had been using three. The handle is made of a gel material that allows it to stay in your hand even when wet. I reviewed another brand a few years ago and one thing the company forgot about is what happens when the plastic gets wet... you can\'t hold on to it. Not so with this razor. No problem at all in that department. It also comes with a \'shower pod\' that has suction come attachments to keep everything where you need it... in the shower. This is the razor that I have been waiting for. It will be super easy to pack it and take it with me for my next vacation! You are going to love it.    "
662,683,20090106,B000BUUVTY,5,"January 6, 2009",A3BM5M5GC5NXLZ,Best Razor ever plus best cartridge replacement,Cartridges are replaced without ever touching them.  They snap right into the Fusion razor and can be replaced by just pushing the button on the cartridge. They last about 2-3 weeks and always give a smooth no-nick shave.  Gillette has come up with the perfect razor and perfect blade replacement system.    
352,361,20071105,B000277P5E,2,"November 5, 2007",A2957PUIN2XXF1,Bad angle/leverage for under nose,"I don\'t like this razor.  I\'ve been using sensor excel for years and really like them.  So I gave these a chance when they were on sale.  However, I can\'t fit this new razor under my nose comfortably.  The handle comes almost strait down from the blades, instead of more perpendicular to the cutting surface.  I have eight blades of these to use and maybe I\'ll get used to them.    "
129,134,20110719,B00005AUIE,2,"July 19, 2011",AFF2OO1B5Y4SO,are not the same,"long story short; these blades are complete low quality. i have no idea how \'blades\' dont work or how an item as universal such as razor blades can be of bad quality, but you have been warned    "
2699,2784,20120505,B0062IWQVU,5,"May 5, 2012",A2K512SHVMDPZ9,A MUST have for the styling guy,If I could shave with both hands at the same time...I would buy two of them.  The product does what it says it does and is great.    
1777,1837,20110828,B003983HRI,5,"August 28, 2011",A3L9N4GC7C9E9,The best shave ever,"Until I found the proglide, I was an electric razor only type. I hated how manual razors pulled. Of course, I also hated the 5 o\'clock shadow at 11AM, that came with electrics. It was a trade off. My girlfriend convinced me to try ProGlide and I love it. Smooth, fast, close, and barely pulls, The only downside is replacements are expensive. I thought I would go to  less expensive razor, but I cam right back to ProGlide. It is worth the extra cost. When Gillette says the best shave or your money back, I now know why they can make that guarantee. It really is the best I have had. What is more, the closer shave means less oil from facial hair which means less acne. Hallelujah! I love ProGlide. I would give this thing 6 out of 5 stars if I could. This is like the Lamborghini of razors..fast, smooth, and a bit expensive. It\'s worth the money.    "
39,40,20110210,B000052YHS,5,"February 10, 2011",A20TBLZXR44TIE,"It\'s only razor, but it\'s my favorite razor to date!",Not much to say beyond it\'s a great razor with great design.  Cleans easily and gives a great shave!    
1822,1892,20100806,B003983HRI,5,"August 6, 2010",A2823C2L2NX9LA,so far so good,this razor has been working great for me.  i am pleased with the closeness of the shave as well as the fact that it has not been irritating my skin as older razors did.    
729,752,20060128,B000BUW8WM,4,"January 28, 2006",A170X28DQS49RX,Wow what a Surpise!,"Ok I was a little scared about using this shaver.  For one 5 blades is just a scary idea for me.. I mean overall the head is pretty big I say, even if the blades are small.Of course the biggest concern is since the blades are so close together, that they are going to get clogged up.Well I bought it from the store yesterday, and just got done shaving with it right now..  Wow.... For one it really has cut the time it usually takes to shave.  That\'s considering all the other shavers i\'ve ever had... It really has cut the time...It is scary cause it feels like the blades are sticking to your skin, yet the whole shave is surpisingly smooth.  I was able to shave under my nose and under my lips, and not a single cut, or even the sense that I\'d be cut.It really made short work of my face... Which I personally only shave once or twice a week.  So my hair does grow over the week.Surpisingly not once did I have to actually Clean the blades, or try really hard to get the gunk out.  Everything just seemed to clean just fine under the water.However this is the reason I am giving it a 4 stars rather then a 5 stars (but seriously is there such a thing as the perfect razor in the first place?).  I feel that these blades won\'t last as long as say the mach 3 power blades..  Just cause they are so close together.  While I was really happy with the first shave and how smooth it was.  I feel like i\'m waiting for something to happen.    "
235,244,20060803,B0001LQGEM,5,"August 3, 2006",A1NR59KNVO9QQY,Hard to find ... but the best blade out there,"Despite Gillette\'s constant efforts to make you buy the new (and more expensive) Mach 3 (going so far as putting leaflets in the Sensor Excel, telling you to switch the Mach 3), stick with this old standby.  It is by far the best cartridge system on the market.  The slim head is much more manageable than the oversized wall of blades of the Mach 3 (which feels like you are just wiping your face with blades, instead of using a razor).  That little area under your nose is reason enough to avoid the Mach 3. Tell Gillette to quit pushing its Mach 3, and to make the Sensor 3 more widely available (though you can still find it at Amazon).    "
1202,1234,20101007,B0013MTHWQ,5,"October 7, 2010",A3CFQUJ6FKGOGO,Close Shave!,"This razor provides a very close shave, I really like this razor. I use to use the Shick Intuition. I used it for about 5 years and then began noticing that I wasn\'t getting a close shave, as when I started using it. So I decided to try out a new type of razor, and I\'m glad I did. I love that I can shave my legs at night and the following afternoon still have smooth legs!!    "
